"keyfield","sav_spec","rep","height","pc","surv_meth","pc_meth","crew_grass"
"201905141413-404","Thalassia",8,0,0,NA,NA,NA
"201905141413-404","Thalassia",9,0,0,NA,NA,NA
"201905141413-404","Syringodium",1,0,0,NA,NA,NA
"201905141413-404","Syringodium",2,0,0,NA,NA,NA
"201905141413-404","Syringodium",3,0,0,NA,NA,NA
"201905141413-404","Syringodium",4,0,0,NA,NA,NA
"201905141413-404","Syringodium",5,0,0,NA,NA,NA
"201905141413-404","Syringodium",6,0,0,NA,NA,NA
"201905141413-404","Syringodium",7,0,0,NA,NA,NA
"201905141413-404","Syringodium",8,0,0,NA,NA,NA
"201905141413-404","Syringodium",9,0,0,NA,NA,NA
"201905141413-404","Halodule",1,0,0,NA,NA,NA
"201905141413-404","Halodule",2,0,0,NA,NA,NA
"201905141413-404","Halodule",3,0,0,NA,NA,NA
"201905141413-404","Halodule",4,0,0,NA,NA,NA
"201905141413-404","Halodule",5,0,0,NA,NA,NA
"201905141413-404","Halodule",6,0,0,NA,NA,NA
"201905141413-404","Halodule",7,0,0,NA,NA,NA
"201905141413-404","Halodule",8,0,0,NA,NA,NA
"201905141413-404","Halodule",9,0,0,NA,NA,NA
"201905141413-404","Macroalgae",1,NA,0,NA,NA,NA
"201905141413-404","Macroalgae",2,NA,0,NA,NA,NA
"201905141413-404","Macroalgae",3,NA,0,NA,NA,NA
"201905141413-404","Macroalgae",4,NA,0,NA,NA,NA
"201905141413-404","Macroalgae",5,NA,0,NA,NA,NA
"201905141413-404","Macroalgae",6,NA,0,NA,NA,NA
"201905141413-404","Macroalgae",7,NA,0,NA,NA,NA
"201905141413-404","Macroalgae",8,NA,0,NA,NA,NA
"201905141413-404","Macroalgae",9,NA,0,NA,NA,NA
"201905141546-618","Thalassia",1,40,50,NA,NA,NA
"201905141546-618","Thalassia",2,40,55,NA,NA,NA
"201905141546-618","Thalassia",3,30,55,NA,NA,NA
"201905141546-618","Thalassia",4,30,60,NA,NA,NA
"201905141546-618","Thalassia",5,30,50,NA,NA,NA
"201905141546-618","Thalassia",6,30,40,NA,NA,NA
"201905141546-618","Thalassia",7,20,20,NA,NA,NA
"201905141546-618","Thalassia",8,30,10,NA,NA,NA
"201905141546-618","Thalassia",9,30,10,NA,NA,NA
"201905141546-618","Syringodium",1,0,0,NA,NA,NA
"201905141546-618","Syringodium",2,0,0,NA,NA,NA
"201905141546-618","Syringodium",3,0,0,NA,NA,NA
"201905141546-618","Syringodium",4,0,0,NA,NA,NA
"201905141546-618","Syringodium",5,0,0,NA,NA,NA
"201905141546-618","Syringodium",6,0,0,NA,NA,NA
"201905141546-618","Syringodium",7,0,0,NA,NA,NA
"201905141546-618","Syringodium",8,0,0,NA,NA,NA
"201905141546-618","Syringodium",9,0,0,NA,NA,NA
"201905141546-618","Halodule",1,0,0,NA,NA,NA
"201905141546-618","Halodule",2,0,0,NA,NA,NA
"201905141546-618","Halodule",3,0,0,NA,NA,NA
"201905141546-618","Halodule",4,0,0,NA,NA,NA
"201905141546-618","Halodule",5,0,0,NA,NA,NA
"201905141546-618","Halodule",6,0,0,NA,NA,NA
"201905141546-618","Halodule",7,0,0,NA,NA,NA
"201905141546-618","Halodule",8,0,0,NA,NA,NA
"201905141546-618","Halodule",9,0,0,NA,NA,NA
"201905141546-618","Macroalgae",1,NA,0,NA,NA,NA
"201905141546-618","Macroalgae",2,NA,5,NA,NA,NA
"201905141546-618","Macroalgae",3,NA,10,NA,NA,NA
"201905141546-618","Macroalgae",4,NA,0,NA,NA,NA
"201905141546-618","Macroalgae",5,NA,0,NA,NA,NA
"201905141546-618","Macroalgae",6,NA,0,NA,NA,NA
"201905141546-618","Macroalgae",7,NA,5,NA,NA,NA
"201905141546-618","Macroalgae",8,NA,0,NA,NA,NA
"201905141546-618","Macroalgae",9,NA,0,NA,NA,NA
"201905141349-304","Thalassia",1,30,10,NA,NA,NA
"201905141349-304","Thalassia",2,30,20,NA,NA,NA
"201905141349-304","Thalassia",3,30,20,NA,NA,NA
"201905141349-304","Thalassia",4,30,20,NA,NA,NA
"201905141349-304","Thalassia",5,30,10,NA,NA,NA
"201905141349-304","Thalassia",6,30,10,NA,NA,NA
"201905141349-304","Thalassia",7,30,15,NA,NA,NA
"201905141349-304","Thalassia",8,30,15,NA,NA,NA
"201905141349-304","Thalassia",9,30,20,NA,NA,NA
"201905141349-304","Syringodium",1,0,0,NA,NA,NA
"201905141349-304","Syringodium",2,0,0,NA,NA,NA
"201905141349-304","Syringodium",3,0,0,NA,NA,NA
"201905141349-304","Syringodium",4,0,0,NA,NA,NA
"201905141349-304","Syringodium",5,0,0,NA,NA,NA
"201905141349-304","Syringodium",6,0,0,NA,NA,NA
"201905141349-304","Syringodium",7,0,0,NA,NA,NA
"201905141349-304","Syringodium",8,0,0,NA,NA,NA
"201905141349-304","Syringodium",9,0,0,NA,NA,NA
"201905141349-304","Halodule",1,15,5,NA,NA,NA
"201905141349-304","Halodule",2,15,10,NA,NA,NA
"201905141349-304","Halodule",3,0,0,NA,NA,NA
"201905141349-304","Halodule",4,15,5,NA,NA,NA
"201905141349-304","Halodule",5,15,5,NA,NA,NA
"201905141349-304","Halodule",6,0,0,NA,NA,NA
"201905141349-304","Halodule",7,15,10,NA,NA,NA
"201905141349-304","Halodule",8,15,10,NA,NA,NA
"201905141349-304","Halodule",9,0,0,NA,NA,NA
"201905141349-304","Macroalgae",1,NA,0,NA,NA,NA
"201905141349-304","Macroalgae",2,NA,0,NA,NA,NA
"201905141349-304","Macroalgae",3,NA,0,NA,NA,NA
"201905141349-304","Macroalgae",4,NA,0,NA,NA,NA
"201905141349-304","Macroalgae",5,NA,0,NA,NA,NA
"201905141349-304","Macroalgae",6,NA,0,NA,NA,NA
"201905141349-304","Macroalgae",7,NA,0,NA,NA,NA
"201905141349-304","Macroalgae",8,NA,0,NA,NA,NA
"201905141349-304","Macroalgae",9,NA,0,NA,NA,NA
"201905141459-407","Thalassia",1,10,5,NA,NA,NA
"201905141459-407","Thalassia",2,0,0,NA,NA,NA
"201905141459-407","Thalassia",3,0,0,NA,NA,NA
"201905141459-407","Thalassia",4,15,5,NA,NA,NA
"201905141459-407","Thalassia",5,15,5,NA,NA,NA
"201905141459-407","Thalassia",6,20,10,NA,NA,NA
"201905141459-407","Thalassia",7,0,0,NA,NA,NA
"201905141459-407","Thalassia",8,0,0,NA,NA,NA
"201905141459-407","Thalassia",9,0,0,NA,NA,NA
"201905141459-407","Syringodium",1,0,0,NA,NA,NA
"201905141459-407","Syringodium",2,0,0,NA,NA,NA
"201905141459-407","Syringodium",3,0,0,NA,NA,NA
"201905141459-407","Syringodium",4,0,0,NA,NA,NA
"201905141459-407","Syringodium",5,0,0,NA,NA,NA
"201905141459-407","Syringodium",6,0,0,NA,NA,NA
"201905141459-407","Syringodium",7,0,0,NA,NA,NA
"201905141459-407","Syringodium",8,0,0,NA,NA,NA
"201905141459-407","Syringodium",9,0,0,NA,NA,NA
"201905141459-407","Halodule",1,0,0,NA,NA,NA
"201905141459-407","Halodule",2,0,0,NA,NA,NA
"201905141459-407","Halodule",3,0,0,NA,NA,NA
"201905141459-407","Halodule",4,0,0,NA,NA,NA
"201905141459-407","Halodule",5,0,0,NA,NA,NA
"201905141459-407","Halodule",6,0,0,NA,NA,NA
"201905141459-407","Halodule",7,0,0,NA,NA,NA
"201905141459-407","Halodule",8,0,0,NA,NA,NA
"201905141459-407","Halodule",9,0,0,NA,NA,NA
"201905141459-407","Macroalgae",1,NA,0,NA,NA,NA
"201905141459-407","Macroalgae",2,NA,0,NA,NA,NA
"201905141459-407","Macroalgae",3,NA,0,NA,NA,NA
"201905141459-407","Macroalgae",4,NA,0,NA,NA,NA
"201905141459-407","Macroalgae",5,NA,0,NA,NA,NA
"201905141459-407","Macroalgae",6,NA,0,NA,NA,NA
"201905141459-407","Macroalgae",7,NA,0,NA,NA,NA
"201905141459-407","Macroalgae",8,NA,0,NA,NA,NA
"201905141459-407","Macroalgae",9,NA,0,NA,NA,NA
"201905141553-621","Thalassia",1,30,25,NA,NA,NA
"201905141553-621","Thalassia",2,30,25,NA,NA,NA
"201905141553-621","Thalassia",3,30,20,NA,NA,NA
"201905141553-621","Thalassia",4,30,30,NA,NA,NA
"201905141553-621","Thalassia",5,30,30,NA,NA,NA
"201905141553-621","Thalassia",6,30,30,NA,NA,NA
"201905141553-621","Thalassia",7,30,20,NA,NA,NA
"201905141553-621","Thalassia",8,30,20,NA,NA,NA
"201905141553-621","Thalassia",9,30,10,NA,NA,NA
"201905141553-621","Syringodium",1,0,0,NA,NA,NA
"201905141553-621","Syringodium",2,0,0,NA,NA,NA
"201905141553-621","Syringodium",3,0,0,NA,NA,NA
"201905141553-621","Syringodium",4,0,0,NA,NA,NA
"201905141553-621","Syringodium",5,0,0,NA,NA,NA
"201905141553-621","Syringodium",6,0,0,NA,NA,NA
"201905141553-621","Syringodium",7,0,0,NA,NA,NA
"201905141553-621","Syringodium",8,0,0,NA,NA,NA
"201905141553-621","Syringodium",9,0,0,NA,NA,NA
"201905141553-621","Halodule",1,0,0,NA,NA,NA
"201905141553-621","Halodule",2,0,0,NA,NA,NA
"201905141553-621","Halodule",3,0,0,NA,NA,NA
"201905141553-621","Halodule",4,0,0,NA,NA,NA
"201905141553-621","Halodule",5,0,0,NA,NA,NA
"201905141553-621","Halodule",6,0,0,NA,NA,NA
"201905141553-621","Halodule",7,0,0,NA,NA,NA
"201905141553-621","Halodule",8,0,0,NA,NA,NA
"201905141553-621","Halodule",9,0,0,NA,NA,NA
"201905141553-621","Macroalgae",1,NA,0,NA,NA,NA
"201905141553-621","Macroalgae",2,NA,0,NA,NA,NA
"201905141553-621","Macroalgae",3,NA,0,NA,NA,NA
"201905141553-621","Macroalgae",4,NA,0,NA,NA,NA
"201905141553-621","Macroalgae",5,NA,0,NA,NA,NA
"201905141553-621","Macroalgae",6,NA,0,NA,NA,NA
"201905141553-621","Macroalgae",7,NA,0,NA,NA,NA
"201905141553-621","Macroalgae",8,NA,0,NA,NA,NA
"201905141553-621","Macroalgae",9,NA,0,NA,NA,NA
"201905141519-401","Thalassia",1,15,10,NA,NA,NA
"201905141519-401","Thalassia",2,15,15,NA,NA,NA
"201905141519-401","Thalassia",3,15,15,NA,NA,NA
"201905141519-401","Thalassia",4,15,10,NA,NA,NA
"201905141519-401","Thalassia",5,15,10,NA,NA,NA
"201905141519-401","Thalassia",6,20,5,NA,NA,NA
"201905141519-401","Thalassia",7,20,10,NA,NA,NA
"201905141519-401","Thalassia",8,20,20,NA,NA,NA
"201905141519-401","Thalassia",9,20,10,NA,NA,NA
"201905141519-401","Syringodium",1,0,0,NA,NA,NA
"201905141519-401","Syringodium",2,0,0,NA,NA,NA
"201905141519-401","Syringodium",3,0,0,NA,NA,NA
"201905141519-401","Syringodium",4,0,0,NA,NA,NA
"201905141519-401","Syringodium",5,0,0,NA,NA,NA
"201905141519-401","Syringodium",6,0,0,NA,NA,NA
"201905141519-401","Syringodium",7,0,0,NA,NA,NA
"201905141519-401","Syringodium",8,0,0,NA,NA,NA
"201905141519-401","Syringodium",9,0,0,NA,NA,NA
"201905141519-401","Halodule",1,10,5,NA,NA,NA
"201905141519-401","Halodule",2,0,0,NA,NA,NA
"201905141519-401","Halodule",3,10,5,NA,NA,NA
"201905141519-401","Halodule",4,10,5,NA,NA,NA
"201905141519-401","Halodule",5,0,0,NA,NA,NA
"201905141519-401","Halodule",6,0,0,NA,NA,NA
"201905141519-401","Halodule",7,10,5,NA,NA,NA
"201905141519-401","Halodule",8,0,0,NA,NA,NA
"201905141519-401","Halodule",9,10,5,NA,NA,NA
"201905141519-401","Macroalgae",1,NA,0,NA,NA,NA
"201905141519-401","Macroalgae",2,NA,0,NA,NA,NA
"201905141519-401","Macroalgae",3,NA,0,NA,NA,NA
"201905141519-401","Macroalgae",4,NA,0,NA,NA,NA
"201905141519-401","Macroalgae",5,NA,0,NA,NA,NA
"201905141519-401","Macroalgae",6,NA,0,NA,NA,NA
"201905141519-401","Macroalgae",7,NA,0,NA,NA,NA
"201905141519-401","Macroalgae",8,NA,0,NA,NA,NA
"201905141519-401","Macroalgae",9,NA,0,NA,NA,NA
"201905150837-278","Thalassia",1,0,0,NA,NA,NA
"201905150837-278","Thalassia",2,0,0,NA,NA,NA
"201905150837-278","Thalassia",3,40,20,NA,NA,NA
"201905150837-278","Thalassia",4,0,0,NA,NA,NA
"201905150837-278","Thalassia",5,0,0,NA,NA,NA
"201905150837-278","Thalassia",6,40,10,NA,NA,NA
"201905150837-278","Thalassia",7,0,0,NA,NA,NA
"201905150837-278","Thalassia",8,45,15,NA,NA,NA
"201905150837-278","Thalassia",9,30,10,NA,NA,NA
"201905150837-278","Syringodium",1,0,0,NA,NA,NA
"201905150837-278","Syringodium",2,0,0,NA,NA,NA
"201905150837-278","Syringodium",3,0,0,NA,NA,NA
"201905150837-278","Syringodium",4,0,0,NA,NA,NA
"201905150837-278","Syringodium",5,0,0,NA,NA,NA
"201905150837-278","Syringodium",6,0,0,NA,NA,NA
"201905150837-278","Syringodium",7,0,0,NA,NA,NA
"201905150837-278","Syringodium",8,0,0,NA,NA,NA
"201905150837-278","Syringodium",9,0,0,NA,NA,NA
"201905150837-278","Halodule",1,30,40,NA,NA,NA
"201905150837-278","Halodule",2,30,20,NA,NA,NA
"201905150837-278","Halodule",3,30,20,NA,NA,NA
"201905150837-278","Halodule",4,30,40,NA,NA,NA
"201905150837-278","Halodule",5,40,50,NA,NA,NA
"201905150837-278","Halodule",6,40,50,NA,NA,NA
"201905150837-278","Halodule",7,30,25,NA,NA,NA
"201905150837-278","Halodule",8,30,30,NA,NA,NA
"201905150837-278","Halodule",9,40,20,NA,NA,NA
"201905150837-278","Macroalgae",1,NA,0,NA,NA,NA
"201905150837-278","Macroalgae",2,NA,10,NA,NA,NA
"201905150837-278","Macroalgae",3,NA,0,NA,NA,NA
"201905150837-278","Macroalgae",4,NA,0,NA,NA,NA
"201905150837-278","Macroalgae",5,NA,0,NA,NA,NA
"201905150837-278","Macroalgae",6,NA,5,NA,NA,NA
"201905150837-278","Macroalgae",7,NA,0,NA,NA,NA
"201905150837-278","Macroalgae",8,NA,0,NA,NA,NA
"201905150837-278","Macroalgae",9,NA,10,NA,NA,NA
"201905151002-268","Thalassia",1,40,30,NA,NA,NA
"201905151002-268","Thalassia",2,40,20,NA,NA,NA
"201905151002-268","Thalassia",3,0,0,NA,NA,NA
"201905151002-268","Thalassia",4,30,10,NA,NA,NA
"201905151002-268","Thalassia",5,30,30,NA,NA,NA
"201905151002-268","Thalassia",6,30,5,NA,NA,NA
"201905151002-268","Thalassia",7,0,0,NA,NA,NA
"201905151002-268","Thalassia",8,25,20,NA,NA,NA
"201905151002-268","Thalassia",9,0,0,NA,NA,NA
"201905151002-268","Syringodium",1,0,0,NA,NA,NA
"201905151002-268","Syringodium",2,0,0,NA,NA,NA
"201905151002-268","Syringodium",3,0,0,NA,NA,NA
"201905151002-268","Syringodium",4,0,0,NA,NA,NA
"201905151002-268","Syringodium",5,0,0,NA,NA,NA
"201905151002-268","Syringodium",6,0,0,NA,NA,NA
"201905151002-268","Syringodium",7,0,0,NA,NA,NA
"201905151002-268","Syringodium",8,0,0,NA,NA,NA
"201905151002-268","Syringodium",9,0,0,NA,NA,NA
"201905151002-268","Halodule",1,0,0,NA,NA,NA
"201905151002-268","Halodule",2,30,50,NA,NA,NA
"201905151002-268","Halodule",3,25,60,NA,NA,NA
"201905151002-268","Halodule",4,25,40,NA,NA,NA
"201905151002-268","Halodule",5,0,0,NA,NA,NA
"201905151002-268","Halodule",6,20,15,NA,NA,NA
"201905151002-268","Halodule",7,0,0,NA,NA,NA
"201905151002-268","Halodule",8,20,10,NA,NA,NA
"201905151002-268","Halodule",9,15,10,NA,NA,NA
"201905151002-268","Macroalgae",1,NA,70,NA,NA,NA
"201905151002-268","Macroalgae",2,NA,30,NA,NA,NA
"201905151002-268","Macroalgae",3,NA,0,NA,NA,NA
"201905151002-268","Macroalgae",4,NA,10,NA,NA,NA
"201905151002-268","Macroalgae",5,NA,0,NA,NA,NA
"201905151002-268","Macroalgae",6,NA,10,NA,NA,NA
"201905151002-268","Macroalgae",7,NA,0,NA,NA,NA
"201905151002-268","Macroalgae",8,NA,0,NA,NA,NA
"201905151002-268","Macroalgae",9,NA,60,NA,NA,NA
"201905150846-265","Thalassia",1,20,10,NA,NA,NA
"201905150846-265","Thalassia",2,0,0,NA,NA,NA
"201905150846-265","Thalassia",3,0,0,NA,NA,NA
"201905150846-265","Thalassia",4,0,0,NA,NA,NA
"201905150846-265","Thalassia",5,0,0,NA,NA,NA
"201905150846-265","Thalassia",6,0,0,NA,NA,NA
"201905150846-265","Thalassia",7,15,5,NA,NA,NA
"201905150846-265","Thalassia",8,0,0,NA,NA,NA
"201905150846-265","Thalassia",9,0,0,NA,NA,NA
"201905150846-265","Syringodium",1,0,0,NA,NA,NA
"201905150846-265","Syringodium",2,0,0,NA,NA,NA
"201905150846-265","Syringodium",3,0,0,NA,NA,NA
"201905150846-265","Syringodium",4,0,0,NA,NA,NA
"201905150846-265","Syringodium",5,0,0,NA,NA,NA
"201905150846-265","Syringodium",6,0,0,NA,NA,NA
"201905150846-265","Syringodium",7,0,0,NA,NA,NA
"201905150846-265","Syringodium",8,0,0,NA,NA,NA
"201905150846-265","Syringodium",9,0,0,NA,NA,NA
"201905150846-265","Halodule",1,15,5,NA,NA,NA
"201905150846-265","Halodule",2,0,0,NA,NA,NA
"201905150846-265","Halodule",3,0,0,NA,NA,NA
"201905150846-265","Halodule",4,0,0,NA,NA,NA
"201905150846-265","Halodule",5,0,0,NA,NA,NA
"201905150846-265","Halodule",6,0,0,NA,NA,NA
"201905150846-265","Halodule",7,15,15,NA,NA,NA
"201905150846-265","Halodule",8,15,15,NA,NA,NA
"201905150846-265","Halodule",9,15,20,NA,NA,NA
"201905150846-265","Macroalgae",1,NA,0,NA,NA,NA
"201905150846-265","Macroalgae",2,NA,0,NA,NA,NA
"201905150846-265","Macroalgae",3,NA,0,NA,NA,NA
"201905150846-265","Macroalgae",4,NA,0,NA,NA,NA
"201905150846-265","Macroalgae",5,NA,0,NA,NA,NA
"201905150846-265","Macroalgae",6,NA,0,NA,NA,NA
"201905150846-265","Macroalgae",7,NA,0,NA,NA,NA
"201905150846-265","Macroalgae",8,NA,0,NA,NA,NA
"201905150846-265","Macroalgae",9,NA,0,NA,NA,NA
"201905151102-284","Thalassia",1,30,50,NA,NA,NA
"201905151102-284","Thalassia",2,30,50,NA,NA,NA
"201905151102-284","Thalassia",3,35,50,NA,NA,NA
"201905151102-284","Thalassia",4,35,45,NA,NA,NA
"201905151102-284","Thalassia",5,35,40,NA,NA,NA
"201905151102-284","Thalassia",6,40,50,NA,NA,NA
"201905151102-284","Thalassia",7,40,50,NA,NA,NA
"201905151102-284","Thalassia",8,40,45,NA,NA,NA
"201905151102-284","Thalassia",9,40,40,NA,NA,NA
"201905151102-284","Syringodium",1,0,0,NA,NA,NA
"201905151102-284","Syringodium",2,0,0,NA,NA,NA
"201905151102-284","Syringodium",3,0,0,NA,NA,NA
"201905151102-284","Syringodium",4,0,0,NA,NA,NA
"201905151102-284","Syringodium",5,0,0,NA,NA,NA
"201905151102-284","Syringodium",6,0,0,NA,NA,NA
"201905151102-284","Syringodium",7,0,0,NA,NA,NA
"201905151102-284","Syringodium",8,0,0,NA,NA,NA
"201905151102-284","Syringodium",9,0,0,NA,NA,NA
"201905151102-284","Halodule",1,0,0,NA,NA,NA
"201905151102-284","Halodule",2,0,0,NA,NA,NA
"201905151102-284","Halodule",3,0,0,NA,NA,NA
"201905151102-284","Halodule",4,0,0,NA,NA,NA
"201905151102-284","Halodule",5,0,0,NA,NA,NA
"201905151102-284","Halodule",6,0,0,NA,NA,NA
"201905151102-284","Halodule",7,0,0,NA,NA,NA
"201905151102-284","Halodule",8,0,0,NA,NA,NA
"201905151102-284","Halodule",9,0,0,NA,NA,NA
"201905151102-284","Macroalgae",1,NA,0,NA,NA,NA
"201905151102-284","Macroalgae",2,NA,0,NA,NA,NA
"201905151102-284","Macroalgae",3,NA,0,NA,NA,NA
"201905151102-284","Macroalgae",4,NA,0,NA,NA,NA
"201905151102-284","Macroalgae",5,NA,0,NA,NA,NA
"201905151102-284","Macroalgae",6,NA,0,NA,NA,NA
"201905151102-284","Macroalgae",7,NA,0,NA,NA,NA
"201905151102-284","Macroalgae",8,NA,0,NA,NA,NA
"201905151102-284","Macroalgae",9,NA,0,NA,NA,NA
"201905150855-279","Thalassia",1,0,0,NA,NA,NA
"201905150855-279","Thalassia",2,0,0,NA,NA,NA
"201905150855-279","Thalassia",3,30,5,NA,NA,NA
"201905150855-279","Thalassia",4,0,0,NA,NA,NA
"201905150855-279","Thalassia",5,0,0,NA,NA,NA
"201905150855-279","Thalassia",6,0,0,NA,NA,NA
"201905150855-279","Thalassia",7,0,0,NA,NA,NA
"201905150855-279","Thalassia",8,0,0,NA,NA,NA
"201905150855-279","Thalassia",9,0,0,NA,NA,NA
"201905150855-279","Syringodium",1,0,0,NA,NA,NA
"201905150855-279","Syringodium",2,0,0,NA,NA,NA
"201905150855-279","Syringodium",3,0,0,NA,NA,NA
"201905150855-279","Syringodium",4,0,0,NA,NA,NA
"201905150855-279","Syringodium",5,0,0,NA,NA,NA
"201905150855-279","Syringodium",6,0,0,NA,NA,NA
"201905150855-279","Syringodium",7,0,0,NA,NA,NA
"201905150855-279","Syringodium",8,0,0,NA,NA,NA
"201905150855-279","Syringodium",9,0,0,NA,NA,NA
"201905150855-279","Halodule",1,30,40,NA,NA,NA
"201905150855-279","Halodule",2,30,40,NA,NA,NA
"201905150855-279","Halodule",3,30,50,NA,NA,NA
"201905150855-279","Halodule",4,30,20,NA,NA,NA
"201905150855-279","Halodule",5,30,20,NA,NA,NA
"201905150855-279","Halodule",6,30,10,NA,NA,NA
"201905150855-279","Halodule",7,30,15,NA,NA,NA
"201905150855-279","Halodule",8,30,20,NA,NA,NA
"201905150855-279","Halodule",9,30,20,NA,NA,NA
"201905150855-279","Macroalgae",1,NA,0,NA,NA,NA
"201905150855-279","Macroalgae",2,NA,0,NA,NA,NA
"201905150855-279","Macroalgae",3,NA,0,NA,NA,NA
"201905150855-279","Macroalgae",4,NA,0,NA,NA,NA
"201905150855-279","Macroalgae",5,NA,0,NA,NA,NA
"201905150855-279","Macroalgae",6,NA,0,NA,NA,NA
"201905150855-279","Macroalgae",7,NA,0,NA,NA,NA
"201905150855-279","Macroalgae",8,NA,0,NA,NA,NA
"201905150855-279","Macroalgae",9,NA,0,NA,NA,NA
"201905150916-280","Thalassia",1,30,15,NA,NA,NA
"201905150916-280","Thalassia",2,30,10,NA,NA,NA
"201905150916-280","Thalassia",3,50,25,NA,NA,NA
"201905150916-280","Thalassia",4,0,0,NA,NA,NA
"201905150916-280","Thalassia",5,40,10,NA,NA,NA
"201905150916-280","Thalassia",6,30,15,NA,NA,NA
"201905150916-280","Thalassia",7,0,0,NA,NA,NA
"201905150916-280","Thalassia",8,0,0,NA,NA,NA
"201905150916-280","Thalassia",9,50,20,NA,NA,NA
"201905150916-280","Syringodium",1,0,0,NA,NA,NA
"201905150916-280","Syringodium",2,0,0,NA,NA,NA
"201905150916-280","Syringodium",3,0,0,NA,NA,NA
"201905150916-280","Syringodium",4,0,0,NA,NA,NA
"201905150916-280","Syringodium",5,0,0,NA,NA,NA
"201905150916-280","Syringodium",6,0,0,NA,NA,NA
"201905150916-280","Syringodium",7,0,0,NA,NA,NA
"201905150916-280","Syringodium",8,0,0,NA,NA,NA
"201905150916-280","Syringodium",9,0,0,NA,NA,NA
"201905150916-280","Halodule",1,25,20,NA,NA,NA
"201905150916-280","Halodule",2,25,10,NA,NA,NA
"201905150916-280","Halodule",3,30,25,NA,NA,NA
"201905150916-280","Halodule",4,30,40,NA,NA,NA
"201905150916-280","Halodule",5,30,30,NA,NA,NA
"201905150916-280","Halodule",6,30,20,NA,NA,NA
"201905150916-280","Halodule",7,30,60,NA,NA,NA
"201905150916-280","Halodule",8,0,0,NA,NA,NA
"201905150916-280","Halodule",9,40,30,NA,NA,NA
"201905150916-280","Macroalgae",1,NA,0,NA,NA,NA
"201905150916-280","Macroalgae",2,NA,50,NA,NA,NA
"201905150916-280","Macroalgae",3,NA,20,NA,NA,NA
"201905150916-280","Macroalgae",4,NA,10,NA,NA,NA
"201905150916-280","Macroalgae",5,NA,20,NA,NA,NA
"201905150916-280","Macroalgae",6,NA,10,NA,NA,NA
"201905150916-280","Macroalgae",7,NA,0,NA,NA,NA
"201905150916-280","Macroalgae",8,NA,100,NA,NA,NA
"201905150916-280","Macroalgae",9,NA,10,NA,NA,NA
"201905150927-267","Thalassia",1,0,0,NA,NA,NA
"201905150927-267","Thalassia",2,0,0,NA,NA,NA
"201905150927-267","Thalassia",3,40,10,NA,NA,NA
"201905150927-267","Thalassia",4,40,10,NA,NA,NA
"201905150927-267","Thalassia",5,40,30,NA,NA,NA
"201905150927-267","Thalassia",6,40,20,NA,NA,NA
"201905150927-267","Thalassia",7,40,40,NA,NA,NA
"201905150927-267","Thalassia",8,40,30,NA,NA,NA
"201905150927-267","Thalassia",9,40,50,NA,NA,NA
"201905150927-267","Syringodium",1,0,0,NA,NA,NA
"201905150927-267","Syringodium",2,0,0,NA,NA,NA
"201905150927-267","Syringodium",3,0,0,NA,NA,NA
"201905150927-267","Syringodium",4,0,0,NA,NA,NA
"201905150927-267","Syringodium",5,0,0,NA,NA,NA
"201905150927-267","Syringodium",6,0,0,NA,NA,NA
"201905150927-267","Syringodium",7,0,0,NA,NA,NA
"201905150927-267","Syringodium",8,0,0,NA,NA,NA
"201905150927-267","Syringodium",9,0,0,NA,NA,NA
"201905150927-267","Halodule",1,0,0,NA,NA,NA
"201905150927-267","Halodule",2,0,0,NA,NA,NA
"201905150927-267","Halodule",3,0,0,NA,NA,NA
"201905150927-267","Halodule",4,0,0,NA,NA,NA
"201905150927-267","Halodule",5,0,0,NA,NA,NA
"201905150927-267","Halodule",6,0,0,NA,NA,NA
"201905150927-267","Halodule",7,0,0,NA,NA,NA
"201905150927-267","Halodule",8,0,0,NA,NA,NA
"201905150927-267","Halodule",9,0,0,NA,NA,NA
"201905150927-267","Macroalgae",1,NA,100,NA,NA,NA
"201905150927-267","Macroalgae",2,NA,100,NA,NA,NA
"201905150927-267","Macroalgae",3,NA,90,NA,NA,NA
"201905150927-267","Macroalgae",4,NA,90,NA,NA,NA
"201905150927-267","Macroalgae",5,NA,70,NA,NA,NA
"201905150927-267","Macroalgae",6,NA,80,NA,NA,NA
"201905150927-267","Macroalgae",7,NA,60,NA,NA,NA
"201905150927-267","Macroalgae",8,NA,70,NA,NA,NA
"201905150927-267","Macroalgae",9,NA,50,NA,NA,NA
"201905151053-294","Thalassia",1,40,15,NA,NA,NA
"201905151053-294","Thalassia",2,40,10,NA,NA,NA
"201905151053-294","Thalassia",3,40,10,NA,NA,NA
"201905151053-294","Thalassia",4,40,25,NA,NA,NA
"201905151053-294","Thalassia",5,40,5,NA,NA,NA
"201905151053-294","Thalassia",6,40,10,NA,NA,NA
"201905151053-294","Thalassia",7,30,20,NA,NA,NA
"201905151053-294","Thalassia",8,30,20,NA,NA,NA
"201905151053-294","Thalassia",9,30,10,NA,NA,NA
"201905151053-294","Syringodium",1,0,0,NA,NA,NA
"201905151053-294","Syringodium",2,0,0,NA,NA,NA
"201905151053-294","Syringodium",3,0,0,NA,NA,NA
"201905151053-294","Syringodium",4,0,0,NA,NA,NA
"201905151053-294","Syringodium",5,0,0,NA,NA,NA
"201905151053-294","Syringodium",6,0,0,NA,NA,NA
"201905151053-294","Syringodium",7,0,0,NA,NA,NA
