"keyfield","com_nm","sci_nm","length","tot_count"
"201906261529-284","Atlantic Bay Scallop","Argopecten irradians",33,11
"201906261529-284","Atlantic Bay Scallop","Argopecten irradians",36,11
"201906261529-284","Atlantic Bay Scallop","Argopecten irradians",34,11
"201906261529-284","Atlantic Bay Scallop","Argopecten irradians",32,11
"201906261529-284","Atlantic Bay Scallop","Argopecten irradians",37,11
"201906261529-284","Atlantic Bay Scallop","Argopecten irradians",41,11
"201906261529-284","Atlantic Bay Scallop","Argopecten irradians",32,11
"201906261537-294","Atlantic Bay Scallop","Argopecten irradians",28,4
"201906261537-294","Atlantic Bay Scallop","Argopecten irradians",39,4
"201906261537-294","Atlantic Bay Scallop","Argopecten irradians",34,4
"201906261537-294","Atlantic Bay Scallop","Argopecten irradians",32,4
"201906261544-283","Atlantic Bay Scallop","Argopecten irradians",32,9
"201906261544-283","Atlantic Bay Scallop","Argopecten irradians",34,9
"201906261544-283","Atlantic Bay Scallop","Argopecten irradians",36,9
"201906261544-283","Atlantic Bay Scallop","Argopecten irradians",34,9
"201906261544-283","Atlantic Bay Scallop","Argopecten irradians",37,9
"201906261544-283","Atlantic Bay Scallop","Argopecten irradians",31,9
"201906261544-283","Atlantic Bay Scallop","Argopecten irradians",34,9
"201906261544-283","Atlantic Bay Scallop","Argopecten irradians",38,9
"201906261544-283","Atlantic Bay Scallop","Argopecten irradians",33,9
"201906261658-133","Grass Porgy","Calamus arctifrons",72,1
"201906261658-133","Gray Snapper","Lutjanus griseus",221,9
"201906261658-133","Gray Snapper","Lutjanus griseus",225,9
"201906261658-133","Gray Snapper","Lutjanus griseus",211,9
"201906261658-133","Gray Snapper","Lutjanus griseus",209,9
"201906261658-133","Gray Snapper","Lutjanus griseus",126,9
"201906261658-133","Gray Snapper","Lutjanus griseus",139,9
"201906261658-133","Gray Snapper","Lutjanus griseus",208,9
"201906261658-133","Gray Snapper","Lutjanus griseus",195,9
"201906261658-133","Gray Snapper","Lutjanus griseus",217,9
"201906270911-168","Spotted Seatrout","Cynoscion nebulosus",29,8
"201906270911-168","Spotted Seatrout","Cynoscion nebulosus",31,8
"201906270911-168","Spotted Seatrout","Cynoscion nebulosus",32,8
"201906270911-168","Spotted Seatrout","Cynoscion nebulosus",35,8
"201906270911-168","Spotted Seatrout","Cynoscion nebulosus",37,8
"201906270911-168","Spotted Seatrout","Cynoscion nebulosus",39,8
"201906270911-168","Spotted Seatrout","Cynoscion nebulosus",40,8
"201906270911-168","Spotted Seatrout","Cynoscion nebulosus",119,8
"201906270911-168","Gray Snapper","Lutjanus griseus",244,4
"201906270911-168","Gray Snapper","Lutjanus griseus",167,4
"201906270911-168","Gray Snapper","Lutjanus griseus",148,4
"201906270911-168","Gray Snapper","Lutjanus griseus",226,4
"201906271100-146","Sheepshead","Archosargus probatocephalus",164,5
"201906271100-146","Sheepshead","Archosargus probatocephalus",168,5
"201906271100-146","Sheepshead","Archosargus probatocephalus",58,5
"201906271100-146","Sheepshead","Archosargus probatocephalus",172,5
"201906271100-146","Sheepshead","Archosargus probatocephalus",165,5
"201906271100-146","Spotted Seatrout","Cynoscion nebulosus",20,9
"201906271100-146","Spotted Seatrout","Cynoscion nebulosus",25,9
"201906271100-146","Spotted Seatrout","Cynoscion nebulosus",31,9
"201906271100-146","Spotted Seatrout","Cynoscion nebulosus",32,9
"201906271100-146","Spotted Seatrout","Cynoscion nebulosus",36,9
"201906271100-146","Spotted Seatrout","Cynoscion nebulosus",37,9
"201906271100-146","Spotted Seatrout","Cynoscion nebulosus",71,9
"201906271100-146","Spotted Seatrout","Cynoscion nebulosus",99,9
"201906271100-146","Spotted Seatrout","Cynoscion nebulosus",104,9
"201906271100-146","Gray Snapper","Lutjanus griseus",245,3
"201906271100-146","Gray Snapper","Lutjanus griseus",132,3
"201906271100-146","Gray Snapper","Lutjanus griseus",128,3
"201906271100-146","Lane Snapper","Lutjanus synagris",79,1
"201906271100-146","Caribbean Spiny Lobster","Panulirus argus",106,1
"201906271116-147","Atlantic Bay Scallop","Argopecten irradians",38,1
"201906271116-147","Gray Snapper","Lutjanus griseus",241,3
"201906271116-147","Gray Snapper","Lutjanus griseus",152,3
"201906271116-147","Gray Snapper","Lutjanus griseus",193,3
"201906271116-147","Lane Snapper","Lutjanus synagris",145,1
"201906271130-134","Atlantic Spadefish","Chaetodipterus faber",140,1
"201906271153-123","Atlantic Bay Scallop","Argopecten irradians",50,2
"201906271153-123","Atlantic Bay Scallop","Argopecten irradians",42,2
"201906271153-123","Spotted Seatrout","Cynoscion nebulosus",26,4
"201906271153-123","Spotted Seatrout","Cynoscion nebulosus",42,4
"201906271153-123","Spotted Seatrout","Cynoscion nebulosus",44,4
"201906271153-123","Spotted Seatrout","Cynoscion nebulosus",62,4
"201906271153-123","Gray Snapper","Lutjanus griseus",180,1
"201907090945-237","Spotted Seatrout","Cynoscion nebulosus",42,1
"201907091013-266","Gray Snapper","Lutjanus griseus",143,1
"201907091013-266","Caribbean Spiny Lobster","Panulirus argus",105,1
"201907091027-265","Spotted Seatrout","Cynoscion nebulosus",51,1
"201907091055-280","Gray Snapper","Lutjanus griseus",231,1
"201907091122-254","Spotted Seatrout","Cynoscion nebulosus",85,1
"201907091140-239","Spotted Seatrout","Cynoscion nebulosus",50,1
"201907091200-224","Gray Snapper","Lutjanus griseus",253,5
"201907091200-224","Gray Snapper","Lutjanus griseus",132,5
"201907091200-224","Gray Snapper","Lutjanus griseus",201,5
"201907091200-224","Gray Snapper","Lutjanus griseus",235,5
"201907091200-224","Gray Snapper","Lutjanus griseus",248,5
"201907091212-225","Spotted Seatrout","Cynoscion nebulosus",195,1
"201907091212-225","Gray Snapper","Lutjanus griseus",241,7
"201907091212-225","Gray Snapper","Lutjanus griseus",235,7
"201907091212-225","Gray Snapper","Lutjanus griseus",152,7
"201907091212-225","Gray Snapper","Lutjanus griseus",228,7
"201907091212-225","Gray Snapper","Lutjanus griseus",227,7
"201907091212-225","Gray Snapper","Lutjanus griseus",168,7
"201907091212-225","Gray Snapper","Lutjanus griseus",138,7
"201907091224-226","Spotted Seatrout","Cynoscion nebulosus",46,1
"201907091236-241","Spotted Seatrout","Cynoscion nebulosus",69,1
"201907091236-241","Gray Snapper","Lutjanus griseus",184,6
"201907091236-241","Gray Snapper","Lutjanus griseus",192,6
"201907091236-241","Gray Snapper","Lutjanus griseus",166,6
"201907091236-241","Gray Snapper","Lutjanus griseus",193,6
"201907091236-241","Gray Snapper","Lutjanus griseus",224,6
"201907091236-241","Gray Snapper","Lutjanus griseus",180,6
"201907091324-243","Gray Snapper","Lutjanus griseus",212,1
"201907091340-229","Atlantic Bay Scallop","Argopecten irradians",28,1
"201907091532-133","Gray Snapper","Lutjanus griseus",153,6
"201907091532-133","Gray Snapper","Lutjanus griseus",150,6
"201907091532-133","Gray Snapper","Lutjanus griseus",221,6
"201907091532-133","Gray Snapper","Lutjanus griseus",149,6
"201907091532-133","Gray Snapper","Lutjanus griseus",190,6
"201907091532-133","Gray Snapper","Lutjanus griseus",201,6
"201907100801-292","Atlantic Bay Scallop","Argopecten irradians",40,1
"201907100801-292","Lined Seahorse","Hippocampus erectus",92,1
"201907100834-301","Gray Snapper","Lutjanus griseus",150,2
"201907100834-301","Gray Snapper","Lutjanus griseus",156,2
"201907100940-315","Atlantic Bay Scallop","Argopecten irradians",36,1
"201907101012-404","Great Barracuda","Sphyraena barracuda",47,1
"201907101330-145","Gray Snapper","Lutjanus griseus",161,5
"201907101330-145","Gray Snapper","Lutjanus griseus",210,5
"201907101330-145","Gray Snapper","Lutjanus griseus",245,5
"201907101330-145","Gray Snapper","Lutjanus griseus",143,5
"201907101330-145","Gray Snapper","Lutjanus griseus",128,5
"201907101330-145","Great Barracuda","Sphyraena barracuda",62,1
"201907101330-145","Blue Crab","Callinectes sapidus",NA,1
"201907101343-134","Spotted Seatrout","Cynoscion nebulosus",320,1
"201907101343-134","Gray Snapper","Lutjanus griseus",168,1
"201907110733-130","Gray Snapper","Lutjanus griseus",201,1
"201907110733-130","Blue Crab","Callinectes sapidus",NA,1
"201907110753-101","Gray Snapper","Lutjanus griseus",124,8
"201907110753-101","Gray Snapper","Lutjanus griseus",150,8
"201907110753-101","Gray Snapper","Lutjanus griseus",148,8
"201907110753-101","Gray Snapper","Lutjanus griseus",158,8
"201907110753-101","Gray Snapper","Lutjanus griseus",182,8
"201907110753-101","Gray Snapper","Lutjanus griseus",230,8
"201907110753-101","Gray Snapper","Lutjanus griseus",172,8
"201907110753-101","Gray Snapper","Lutjanus griseus",171,8
"201907110753-101","Lane Snapper","Lutjanus synagris",55,2
"201907110753-101","Lane Snapper","Lutjanus synagris",38,2
"201907110753-101","Yellowtail Snapper","Ocyurus chrysurus",64,1
"201907110753-101","Blue Crab","Callinectes sapidus",NA,1
"201907110805-174","Gray Snapper","Lutjanus griseus",215,1
"201907110820-022","Grass Porgy","Calamus arctifrons",60,2
"201907110820-022","Grass Porgy","Calamus arctifrons",74,2
"201907110820-022","Blue Crab","Callinectes sapidus",NA,1
"201907110829-256","Atlantic Bay Scallop","Argopecten irradians",45,2
"201907110829-256","Atlantic Bay Scallop","Argopecten irradians",14,2
"201907110829-256","Great Barracuda","Sphyraena barracuda",76,1
"201907110840-023","Gray Snapper","Lutjanus griseus",178,7
"201907110840-023","Gray Snapper","Lutjanus griseus",150,7
"201907110840-023","Gray Snapper","Lutjanus griseus",142,7
"201907110840-023","Gray Snapper","Lutjanus griseus",174,7
"201907110840-023","Gray Snapper","Lutjanus griseus",136,7
"201907110840-023","Gray Snapper","Lutjanus griseus",148,7
"201907110840-023","Gray Snapper","Lutjanus griseus",162,7
"201907110840-023","Lane Snapper","Lutjanus synagris",59,1
"201907110840-023","Blue Crab","Callinectes sapidus",NA,1
"201907110856-282","Atlantic Bay Scallop","Argopecten irradians",43,10
"201907110856-282","Atlantic Bay Scallop","Argopecten irradians",40,10
"201907110856-282","Atlantic Bay Scallop","Argopecten irradians",41,10
"201907110856-282","Atlantic Bay Scallop","Argopecten irradians",38,10
"201907110856-282","Atlantic Bay Scallop","Argopecten irradians",43,10
"201907110856-282","Atlantic Bay Scallop","Argopecten irradians",41,10
"201907110856-282","Atlantic Bay Scallop","Argopecten irradians",38,10
"201907110856-282","Atlantic Bay Scallop","Argopecten irradians",38,10
"201907110856-282","Atlantic Bay Scallop","Argopecten irradians",32,10
"201907110856-282","Atlantic Bay Scallop","Argopecten irradians",38,10
"201907110906-283","Atlantic Bay Scallop","Argopecten irradians",40,24
"201907110906-283","Atlantic Bay Scallop","Argopecten irradians",36,24
"201907110906-283","Atlantic Bay Scallop","Argopecten irradians",39,24
"201907110906-283","Atlantic Bay Scallop","Argopecten irradians",38,24
"201907110906-283","Atlantic Bay Scallop","Argopecten irradians",37,24
"201907110906-283","Atlantic Bay Scallop","Argopecten irradians",42,24
"201907110906-283","Atlantic Bay Scallop","Argopecten irradians",40,24
"201907110906-283","Atlantic Bay Scallop","Argopecten irradians",40,24
"201907110906-283","Atlantic Bay Scallop","Argopecten irradians",41,24
"201907110906-283","Atlantic Bay Scallop","Argopecten irradians",40,24
"201907110906-283","Atlantic Bay Scallop","Argopecten irradians",43,24
"201907110906-283","Atlantic Bay Scallop","Argopecten irradians",38,24
"201907110906-283","Atlantic Bay Scallop","Argopecten irradians",37,24
"201907110906-283","Atlantic Bay Scallop","Argopecten irradians",38,24
"201907110906-283","Atlantic Bay Scallop","Argopecten irradians",35,24
"201907110906-283","Atlantic Bay Scallop","Argopecten irradians",36,24
"201907110906-283","Atlantic Bay Scallop","Argopecten irradians",41,24
"201907110906-283","Atlantic Bay Scallop","Argopecten irradians",41,24
"201907110906-283","Atlantic Bay Scallop","Argopecten irradians",33,24
"201907110906-283","Atlantic Bay Scallop","Argopecten irradians",32,24
"201907110906-283","Atlantic Bay Scallop","Argopecten irradians",32,24
"201907110906-283","Atlantic Bay Scallop","Argopecten irradians",32,24
"201907110906-283","Atlantic Bay Scallop","Argopecten irradians",28,24
"201907110906-283","Atlantic Bay Scallop","Argopecten irradians",29,24
"201907110917-294","Atlantic Bay Scallop","Argopecten irradians",42,20
"201907110917-294","Atlantic Bay Scallop","Argopecten irradians",40,20
"201907110917-294","Atlantic Bay Scallop","Argopecten irradians",40,20
"201907110917-294","Atlantic Bay Scallop","Argopecten irradians",38,20
"201907110917-294","Atlantic Bay Scallop","Argopecten irradians",38,20
"201907110917-294","Atlantic Bay Scallop","Argopecten irradians",35,20
"201907110917-294","Atlantic Bay Scallop","Argopecten irradians",35,20
"201907110917-294","Atlantic Bay Scallop","Argopecten irradians",34,20
"201907110917-294","Atlantic Bay Scallop","Argopecten irradians",42,20
"201907110917-294","Atlantic Bay Scallop","Argopecten irradians",39,20
"201907110917-294","Atlantic Bay Scallop","Argopecten irradians",39,20
"201907110917-294","Atlantic Bay Scallop","Argopecten irradians",40,20
"201907110917-294","Atlantic Bay Scallop","Argopecten irradians",33,20
"201907110917-294","Atlantic Bay Scallop","Argopecten irradians",34,20
"201907110917-294","Atlantic Bay Scallop","Argopecten irradians",34,20
"201907110917-294","Atlantic Bay Scallop","Argopecten irradians",32,20
"201907110917-294","Atlantic Bay Scallop","Argopecten irradians",38,20
"201907110917-294","Atlantic Bay Scallop","Argopecten irradians",40,20
"201907110917-294","Atlantic Bay Scallop","Argopecten irradians",32,20
"201907110917-294","Atlantic Bay Scallop","Argopecten irradians",31,20
"201907110917-294","Lined Seahorse","Hippocampus erectus",84,1
"201907110928-284","Atlantic Bay Scallop","Argopecten irradians",41,29
"201907110928-284","Atlantic Bay Scallop","Argopecten irradians",38,29
"201907110928-284","Atlantic Bay Scallop","Argopecten irradians",42,29
"201907110928-284","Atlantic Bay Scallop","Argopecten irradians",36,29
"201907110928-284","Atlantic Bay Scallop","Argopecten irradians",38,29
"201907110928-284","Atlantic Bay Scallop","Argopecten irradians",37,29
"201907110928-284","Atlantic Bay Scallop","Argopecten irradians",32,29
"201907110928-284","Atlantic Bay Scallop","Argopecten irradians",40,29
"201907110928-284","Atlantic Bay Scallop","Argopecten irradians",38,29
"201907110928-284","Atlantic Bay Scallop","Argopecten irradians",37,29
"201907110928-284","Atlantic Bay Scallop","Argopecten irradians",36,29
"201907110928-284","Atlantic Bay Scallop","Argopecten irradians",38,29
"201907110928-284","Atlantic Bay Scallop","Argopecten irradians",34,29
"201907110928-284","Atlantic Bay Scallop","Argopecten irradians",35,29
"201907110928-284","Atlantic Bay Scallop","Argopecten irradians",32,29
"201907110928-284","Atlantic Bay Scallop","Argopecten irradians",33,29
"201907110928-284","Atlantic Bay Scallop","Argopecten irradians",36,29
"201907110928-284","Atlantic Bay Scallop","Argopecten irradians",33,29
"201907110928-284","Atlantic Bay Scallop","Argopecten irradians",32,29
"201907110928-284","Atlantic Bay Scallop","Argopecten irradians",31,29
"201907110928-284","Atlantic Bay Scallop","Argopecten irradians",21,29
"201907110928-284","Atlantic Bay Scallop","Argopecten irradians",32,29
"201907110928-284","Atlantic Bay Scallop","Argopecten irradians",33,29
"201907110928-284","Atlantic Bay Scallop","Argopecten irradians",33,29
"201907110928-284","Atlantic Bay Scallop","Argopecten irradians",32,29
"201907110928-284","Atlantic Bay Scallop","Argopecten irradians",26,29
"201907110928-284","Atlantic Bay Scallop","Argopecten irradians",31,29
"201907110928-284","Atlantic Bay Scallop","Argopecten irradians",38,29
"201907110928-284","Atlantic Bay Scallop","Argopecten irradians",37,29
"201907110928-284","Great Barracuda","Sphyraena barracuda",64,1
"201907110938-271","Atlantic Bay Scallop","Argopecten irradians",24,43
"201907110938-271","Atlantic Bay Scallop","Argopecten irradians",28,43
"201907110938-271","Atlantic Bay Scallop","Argopecten irradians",30,43
"201907110938-271","Atlantic Bay Scallop","Argopecten irradians",42,43
"201907110938-271","Atlantic Bay Scallop","Argopecten irradians",34,43
"201907110938-271","Atlantic Bay Scallop","Argopecten irradians",28,43
"201907110938-271","Atlantic Bay Scallop","Argopecten irradians",38,43
"201907110938-271","Atlantic Bay Scallop","Argopecten irradians",42,43
"201907110938-271","Atlantic Bay Scallop","Argopecten irradians",38,43
"201907110938-271","Atlantic Bay Scallop","Argopecten irradians",36,43
"201907110938-271","Atlantic Bay Scallop","Argopecten irradians",37,43
"201907110938-271","Atlantic Bay Scallop","Argopecten irradians",37,43
"201907110938-271","Atlantic Bay Scallop","Argopecten irradians",40,43
"201907110938-271","Atlantic Bay Scallop","Argopecten irradians",36,43
"201907110938-271","Atlantic Bay Scallop","Argopecten irradians",38,43
"201907110938-271","Atlantic Bay Scallop","Argopecten irradians",43,43
"201907110938-271","Atlantic Bay Scallop","Argopecten irradians",38,43
"201907110938-271","Atlantic Bay Scallop","Argopecten irradians",38,43
"201907110938-271","Atlantic Bay Scallop","Argopecten irradians",44,43
"201907110938-271","Atlantic Bay Scallop","Argopecten irradians",40,43
"201907110938-271","Atlantic Bay Scallop","Argopecten irradians",43,43
"201907110938-271","Atlantic Bay Scallop","Argopecten irradians",39,43
