"keyfield","com_nm","sci_nm","occurrence","abundance","density","year","month","day","time","station","quadrant","lat","long","date","zone","waypoint_start","waypoint_end","tow_time","tow_area","tow_dist_rec","tow_dist_calc","sea_state","atmo","secchi","crew","depth_ft","depth_in","depth_cm","sal","temp","do_sat","do_mgl","chla","cass_spp","cteno_spp","notes","mean_height_Halodule","mean_height_Macroalgae","mean_height_Syringodium","mean_height_Thalassia","mean_height_Algae","mean_pc_Halodule","mean_pc_Macroalgae","mean_pc_Syringodium","mean_pc_Thalassia","mean_pc_Algae"
"201608131204-267","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,13,"12:04",267,"N",25.109,-80.799,"8/13/2016","Rankin",NA,NA,NA,93.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.61,29.93,NA,NA,NA,NA,NA,NA,5,NA,NA,5,NA,3.33333333333333,68.3333333333333,0,3.88888888888889,NA
"201608131138-266","Spotted Seatrout","Cynoscion nebulosus",1,1,0.0110852455381887,2016,8,13,"11:38",266,"N",25.122,-80.811,"8/13/2016","Rankin",NA,NA,NA,90.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.23,29.94,NA,NA,NA,NA,NA,NA,5,NA,NA,5,NA,3.33333333333333,66.1111111111111,0,5,NA
"201608131049-265","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,13,"10:49",265,"N",25.135,-80.823,"8/13/2016","Rankin",NA,NA,NA,46.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.22,30.05,NA,NA,NA,NA,NA,NA,5,NA,NA,9.28571428571429,NA,3.88888888888889,72.7777777777778,0,7.22222222222222,NA
"201608131216-254","Spotted Seatrout","Cynoscion nebulosus",1,2,0.0203707476064372,2016,8,13,"12:16",254,"E",25.098,-80.814,"8/13/2016","Rankin",NA,NA,NA,98.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.55,30.06,NA,NA,NA,NA,NA,NA,5,NA,NA,5,NA,3.33333333333333,63.8888888888889,0,3.88888888888889,NA
"201608131108-278","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,13,"11:08",278,"S",25.145,-80.809,"8/13/2016","Rankin",NA,NA,NA,93.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.76,30.15,NA,NA,NA,NA,NA,NA,5,NA,NA,5,NA,2.22222222222222,76.6666666666667,0,4.44444444444444,NA
"201608131231-253","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,13,"12:31",253,"S",25.111,-80.825,"8/13/2016","Rankin",NA,NA,NA,55.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.83,30.3,NA,NA,NA,NA,NA,NA,5,NA,NA,5,NA,0.555555555555556,20,0,2.22222222222222,NA
"201608131256-239","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,13,"12:56",239,"S",25.1,-80.839,"8/13/2016","Rankin",NA,NA,NA,67.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.32,30.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0,13.8888888888889,0,1.11111111111111,NA
"201608131310-240","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,13,"13:10",240,"S",25.088,-80.828,"8/13/2016","Rankin",NA,NA,NA,138.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.15,30.5,NA,NA,NA,NA,NA,NA,5,NA,NA,5,NA,0.555555555555556,20,0,1.11111111111111,NA
"201608131819-065","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,13,"18:19",65,"N",25.123,-80.981,"8/13/2016","West",NA,NA,NA,367.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.32,31.19,NA,NA,NA,NA,NA,NA,5,NA,8.75,6.42857142857143,NA,1.66666666666667,11.875,5,5,NA
"201608131735-068","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,13,"17:35",68,"N",25.121,-80.955,"8/13/2016","West",NA,NA,NA,411.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.23,31.54,NA,NA,NA,NA,NA,NA,35,NA,45,NA,NA,0.555555555555556,21.25,16.6666666666667,0,NA
"201608131803-067","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,13,"18:03",67,"S",25.134,-80.967,"8/13/2016","West",NA,NA,NA,115.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.32,31.55,NA,NA,NA,NA,NA,NA,NA,NA,67.5,71.4285714285714,NA,0,9.28571428571429,61.1111111111111,7.22222222222222,NA
"201608131832-130","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,13,"18:32",130,"E",25.1,-80.983,"8/13/2016","West",NA,NA,NA,243.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.36,31.55,NA,NA,NA,NA,NA,NA,NA,NA,69.4444444444444,70,NA,0,5,81.6666666666667,2.22222222222222,NA
"201608131700-071","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,13,"17:00",71,"W",25.119,-80.929,"8/13/2016","West",NA,NA,NA,107.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.73,31.72,NA,NA,NA,NA,NA,NA,NA,NA,75,81.6666666666667,NA,0,5,82.7777777777778,6.25,NA
"201608131712-070","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,13,"17:12",70,"S",25.132,-80.941,"8/13/2016","West",NA,NA,NA,124.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.22,31.78,NA,NA,NA,NA,NA,NA,NA,NA,78.8888888888889,NA,NA,0,9,85,0,NA
"201608131841-156","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,13,"18:41",156,"N",25.108,-80.943,"8/13/2016","West",NA,NA,NA,331.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.01,31.78,NA,NA,NA,NA,NA,NA,NA,NA,82.7777777777778,NA,NA,0,5,93.3333333333333,0,NA
"201608141207-040","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,14,"12:07",40,"W",25.016,-80.978,"8/14/2016","West",NA,NA,NA,365.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.7,28.34,NA,NA,NA,NA,NA,NA,NA,NA,67.7777777777778,78.3333333333333,NA,0,NA,61.1111111111111,28.8888888888889,NA
"201608141047-134","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,14,"10:47",134,"E",25.048,-80.935,"8/14/2016","West",NA,NA,NA,194.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.2,28.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.7777777777778,NA,0,6.66666666666667,0,14.4444444444444,NA
"201608140926-172","Spotted Seatrout","Cynoscion nebulosus",1,1,0.010680337498665,2016,8,14,"9:26",172,"S",25.104,-80.891,"8/14/2016","West",NA,NA,NA,93.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.15,28.82,NA,NA,NA,NA,NA,NA,NA,NA,70,89.4444444444444,NA,0,NA,67.7777777777778,26.1111111111111,NA
"201608140941-173","Spotted Seatrout","Cynoscion nebulosus",1,1,0.00304878048780488,2016,8,14,"9:41",173,"W",25.092,-80.879,"8/14/2016","West",NA,NA,NA,328,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.82,28.88,NA,NA,NA,NA,NA,NA,10.8333333333333,NA,66.6666666666667,72.7777777777778,NA,6.66666666666667,5,29.4444444444444,38.8888888888889,NA
"201608141034-146","Spotted Seatrout","Cynoscion nebulosus",1,1,0.00361297781631621,2016,8,14,"10:34",146,"S",25.059,-80.921,"8/14/2016","West",NA,NA,NA,276.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.59,28.97,NA,NA,NA,NA,NA,NA,5,NA,NA,48.8888888888889,NA,1.11111111111111,8.57142857142857,0,10,NA
"201608141024-159","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,14,"10:24",159,"W",25.07,-80.907,"8/14/2016","West",NA,NA,NA,177.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.63,29.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18.3333333333333,0,0,NA
"201608141103-122","Spotted Seatrout","Cynoscion nebulosus",1,2,0.0050935948045333,2016,8,14,"11:03",122,"E",25.025,-80.938,"8/14/2016","West",NA,NA,NA,392.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.91,29.11,NA,NA,NA,NA,NA,NA,15,NA,59.4444444444444,73.125,NA,9.44444444444444,5,58.3333333333333,18.8888888888889,NA
"201608140957-168","Spotted Seatrout","Cynoscion nebulosus",1,1,0.002712600027126,2016,8,14,"9:57",168,"S",25.094,-80.905,"8/14/2016","West",NA,NA,NA,368.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.03,29.29,NA,NA,NA,NA,NA,NA,15,NA,70.5555555555556,80,NA,1.11111111111111,8.33333333333333,67.2222222222222,10.5555555555556,NA
"201608141147-112","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,14,"11:47",112,"N",25.001,-80.94,"8/14/2016","West",NA,NA,NA,307.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.57,29.32,NA,NA,NA,NA,NA,NA,NA,NA,68.8888888888889,75,NA,0,10,85.5555555555556,8.33333333333333,NA
"201608140906-073","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,14,"9:06",73,"W",25.13,-80.915,"8/14/2016","West",NA,NA,NA,384.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.74,29.33,NA,NA,NA,NA,NA,NA,NA,NA,82.2222222222222,NA,NA,0,5,95,0,NA
"201608141121-123","Spotted Seatrout","Cynoscion nebulosus",1,3,0.00723135515595623,2016,8,14,"11:21",123,"N",25.012,-80.926,"8/14/2016","West",NA,NA,NA,414.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.93,29.41,NA,NA,NA,NA,NA,NA,14.1666666666667,NA,67.2222222222222,72.5,NA,4.44444444444444,NA,62.2222222222222,27.7777777777778,NA
"201608141315-108","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,14,"13:15",108,"N",25.052,-80.987,"8/14/2016","West",NA,NA,NA,347.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.16,29.42,NA,NA,NA,NA,NA,NA,18.3333333333333,NA,60.625,80.5555555555556,NA,1.66666666666667,NA,22.7777777777778,66.6666666666667,NA
"201608141258-022","Spotted Seatrout","Cynoscion nebulosus",1,1,0.002518955137409,2016,8,14,"12:58",22,"E",25.056,-81.039,"8/14/2016","West",NA,NA,NA,396.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.98,29.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201608141410-237","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,14,"14:10",237,"E",25.126,-80.863,"8/14/2016","Rankin",NA,NA,NA,242.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.31,29.83,NA,NA,NA,NA,NA,NA,NA,NA,71.25,85.5555555555556,NA,0,5,6.11111111111111,82.7777777777778,NA
"201608141451-291","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,14,"14:51",291,"W",25.118,-80.76,"8/14/2016","Whipray",NA,NA,NA,200.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.13,30.49,NA,NA,NA,NA,NA,NA,5,NA,NA,5,NA,0.555555555555556,5,0,0.555555555555556,NA
"201608141600-312","Spotted Seatrout","Cynoscion nebulosus",1,1,0.00244313600938164,2016,8,14,"16:00",312,"W",25.139,-80.733,"8/14/2016","Whipray",NA,NA,NA,409.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.46,30.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.1111111111111,NA,0,NA,0,66.1111111111111,NA
"201608141545-301","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,14,"15:45",301,"S",25.129,-80.745,"8/14/2016","Whipray",NA,NA,NA,409.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.27,30.81,NA,NA,NA,NA,NA,NA,14.4444444444444,NA,NA,30.5555555555556,NA,41.1111111111111,17.5,0,31.6666666666667,NA
"201608141509-290","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,14,"15:09",290,"E",25.131,-80.771,"8/14/2016","Whipray",NA,NA,NA,150.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.35,30.87,NA,NA,NA,NA,NA,NA,5,NA,NA,5,NA,0.555555555555556,51.6666666666667,0,0.555555555555556,NA
"201608141430-280","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,14,"14:30",280,"W",25.12,-80.785,"8/14/2016","Rankin",NA,NA,NA,271.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.25,30.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0,27.2222222222222,0,2.22222222222222,NA
"201608141530-609","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,14,"15:30",609,"S",25.141,-80.757,"8/14/2016","Whipray",NA,NA,NA,82.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.08,31.29,NA,NA,NA,NA,NA,NA,12.5,NA,NA,13,NA,20.5555555555556,37.2222222222222,0,5,NA
"201608150956-302","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,15,"9:56",302,"S",25.116,-80.734,"8/15/2016","Whipray",NA,NA,NA,153.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.76,29.23,NA,NA,NA,NA,NA,NA,10,NA,33.3333333333333,36.6666666666667,NA,1.11111111111111,13.125,16.6666666666667,33.3333333333333,NA
"201608151052-313","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,15,"10:52",313,"E",25.126,-80.72,"8/15/2016","Crocodile",NA,NA,NA,343.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.09,29.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6666666666667,NA,0,26.1111111111111,0,8.88888888888889,NA
"201608151044-314","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,15,"10:44",314,"N",25.114,-80.708,"8/15/2016","Crocodile",NA,NA,NA,453.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.46,29.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4285714285714,NA,0,19.4444444444444,0,8.33333333333333,NA
"201608151157-621","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,15,"11:57",621,"S",25.167,-80.664,"8/15/2016","Crocodile",NA,NA,NA,387.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.49,29.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2857142857143,NA,0,9.44444444444444,0,6.66666666666667,NA
"201608151024-304","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,15,"10:24",304,"N",25.088,-80.713,"8/15/2016","Crocodile",NA,NA,NA,343.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.82,29.56,NA,NA,NA,NA,NA,NA,8.33333333333333,NA,NA,45.5555555555556,NA,2.77777777777778,NA,0,82.7777777777778,NA
"201608151146-618","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,15,"11:46",618,"S",25.159,-80.677,"8/15/2016","Crocodile",NA,NA,NA,399.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21,29.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.75,NA,0,8.33333333333333,0,5.55555555555556,NA
"201608151034-315","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,15,"10:34",315,"W",25.101,-80.696,"8/15/2016","Crocodile",NA,NA,NA,207.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.08,29.61,NA,NA,NA,NA,NA,NA,5.55555555555556,NA,NA,26.6666666666667,NA,7.77777777777778,76.1111111111111,0,6.11111111111111,NA
"201608151127-323","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,15,"11:27",323,"E",25.137,-80.705,"8/15/2016","Crocodile",NA,NA,NA,347.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.14,29.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0,10.8333333333333,0,8.88888888888889,NA
"201608151015-303","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,15,"10:15",303,"W",25.103,-80.722,"8/15/2016","Crocodile",NA,NA,NA,161.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.28,29.67,NA,NA,NA,NA,NA,NA,15,NA,NA,36.1111111111111,NA,4.44444444444444,16.6666666666667,0,53.8888888888889,NA
"201608151136-616","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,15,"11:36",616,"E",25.148,-80.691,"8/15/2016","Crocodile",NA,NA,NA,366.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.34,29.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.4444444444444,NA,0,5,0,12.7777777777778,NA
"201608151205-622","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,15,"12:05",622,"W",25.157,-80.651,"8/15/2016","Crocodile",NA,NA,NA,328.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.63,29.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.6666666666667,NA,0,5,0,7.77777777777778,NA
"201608151113-325","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,15,"11:13",325,"S",25.112,-80.682,"8/15/2016","Crocodile",NA,NA,NA,376.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.6,29.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.6666666666667,NA,0,5,0,28.8888888888889,NA
"201608151104-324","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,15,"11:04",324,"E",25.124,-80.694,"8/15/2016","Crocodile",NA,NA,NA,395.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.55,29.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.1111111111111,NA,0,6.66666666666667,0,12.7777777777778,NA
"201608151237-401","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,15,"12:37",401,"N",25.135,-80.68,"8/15/2016","Crocodile",NA,NA,NA,369.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.11,30.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.8888888888889,NA,0,NA,0,10,NA
"201608151245-402","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,15,"12:45",402,"W",25.122,-80.668,"8/15/2016","Crocodile",NA,NA,NA,340.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.35,30.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.3333333333333,NA,0,NA,0,18.3333333333333,NA
"201608151228-619","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,15,"12:28",619,"W",25.149,-80.668,"8/15/2016","Crocodile",NA,NA,NA,355.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.72,30.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,0,5,0,7.22222222222222,NA
"201608151110-408","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,15,"11:10",408,"W",25.12,-80.642,"8/15/2016","Crocodile",NA,NA,NA,390.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.57,30.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.1111111111111,NA,0,6.66666666666667,0,12.7777777777778,NA
"201608151100-407","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,15,"11:00",407,"W",25.133,-80.654,"8/15/2016","Crocodile",NA,NA,NA,369.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.66,30.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.1111111111111,NA,0,NA,0,11.1111111111111,NA
"201608151337-326","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,15,"13:37",326,"S",25.099,-80.67,"8/15/2016","Crocodile",NA,NA,NA,366.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.12,30.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3333333333333,NA,0,17.8571428571429,0,7.77777777777778,NA
"201608151419-244","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,15,"14:19",244,"E",25.036,-80.78,"8/15/2016","Rankin",NA,NA,NA,175.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.77,30.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.8888888888889,NA,0,11,0,13.3333333333333,NA
"201608151430-243","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,15,"14:30",243,"N",25.049,-80.792,"8/15/2016","Rankin",NA,NA,NA,251.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.64,30.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.6666666666667,NA,0,NA,0,52.2222222222222,NA
"201608151117-403","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,15,"11:17",403,"N",25.11,-80.656,"8/15/2016","Crocodile",NA,NA,NA,368.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.62,30.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,0,7.5,0,15.5555555555556,NA
"201608151127-404","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,15,"11:27",404,"W",25.099,-80.642,"8/15/2016","Crocodile",NA,NA,NA,355.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.17,30.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3333333333333,NA,0,5,0,10.5555555555556,NA
"201608151512-229","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,15,"15:12",229,"W",25.026,-80.794,"8/15/2016","Rankin",NA,NA,NA,156.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.68,30.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.7777777777778,NA,0,65.5555555555556,0,16.6666666666667,NA
"201608151407-258","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,15,"14:07",258,"S",25.047,-80.766,"8/15/2016","Whipray",NA,NA,NA,316.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.17,31.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.6666666666667,NA,0,6.66666666666667,0,35,NA
"201608151504-228","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,15,"15:04",228,"W",25.038,-80.806,"8/15/2016","Rankin",NA,NA,NA,107.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.47,31.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.3333333333333,NA,0,7.5,0,63.3333333333333,NA
"201608151529-226","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,15,"15:29",226,"E",25.064,-80.83,"8/15/2016","Rankin",NA,NA,NA,102.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.21,31.4,NA,NA,NA,NA,NA,NA,11.6666666666667,NA,NA,11.1111111111111,NA,16.6666666666667,21.1111111111111,0,12.7777777777778,NA
"201608151440-242","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,15,"14:40",242,"S",25.062,-80.804,"8/15/2016","Rankin",NA,NA,NA,142.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.55,31.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.6666666666667,NA,0,11.6666666666667,0,47.7777777777778,NA
"201608151451-227","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,15,"14:51",227,"S",25.051,-80.818,"8/15/2016","Rankin",NA,NA,NA,59.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.66,31.68,NA,NA,NA,NA,NA,NA,10,NA,20,21.1111111111111,NA,0.555555555555556,16.6666666666667,1.11111111111111,45.5555555555556,NA
"201608151549-224","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,15,"15:49",224,"S",25.09,-80.853,"8/15/2016","Rankin",NA,NA,NA,85.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.86,31.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0,8.88888888888889,0,0.555555555555556,NA
"201608151537-225","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,15,"15:37",225,"S",25.077,-80.842,"8/15/2016","Rankin",NA,NA,NA,61.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.52,32.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4.44444444444444,0,0,NA
"201608160921-255","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,16,"9:21",255,"N",25.085,-80.802,"8/16/2016","Rankin",NA,NA,NA,32.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.91,29.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21.25,0,0,NA
"201608161004-268","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,16,"10:04",268,"E",25.09653,-80.78766,"8/16/2016","Whipray",NA,NA,NA,67.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.16,29.13,NA,NA,NA,NA,NA,NA,15,NA,50,25.5555555555556,NA,2.22222222222222,37.5,1.11111111111111,35,NA
"201608161019-256","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,16,"10:19",256,"E",25.074,-80.787,"8/16/2016","Whipray",NA,NA,NA,341.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.43,29.23,NA,NA,NA,NA,NA,NA,NA,NA,55,38.8888888888889,NA,0,8,6.66666666666667,69.4444444444444,NA
"201608161036-257","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,16,"10:36",257,"E",25.06,-80.778,"8/16/2016","Whipray",NA,NA,NA,193.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.95,29.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.4285714285714,NA,0,22.5,0,24.4444444444444,NA
"201608160949-281","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,16,"9:49",281,"S",25.107,-80.774,"8/16/2016","Whipray",NA,NA,NA,114.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.01,29.41,NA,NA,NA,NA,NA,NA,10.7142857142857,NA,NA,25,NA,15.5555555555556,43.8888888888889,0,17.2222222222222,NA
"201608160931-241","Spotted Seatrout","Cynoscion nebulosus",1,1,0.0164365548980934,2016,8,16,"9:31",241,"W",25.075,-80.816,"8/16/2016","Rankin",NA,NA,NA,60.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.53,29.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,0,NA
"201608161027-270","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,16,"10:27",270,"S",25.071,-80.764,"8/16/2016","Whipray",NA,NA,NA,172.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.16,29.44,NA,NA,NA,NA,NA,NA,13.3333333333333,NA,NA,31.875,NA,10,19.1666666666667,0,45,NA
"201608161047-271","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,16,"10:47",271,"N",25.058,-80.752,"8/16/2016","Whipray",NA,NA,NA,379.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.09,29.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.6666666666667,NA,0,46.6666666666667,0,25,NA
"201608161020-269","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2016,8,16,"10:20",269,"S",25.083,-80.776,"8/16/2016","Whipray",NA,NA,NA,150.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.95,29.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
