"keyfield","com_nm","sci_nm","count","bulk_wt"
"202011151226-123","Fringed Pipefish","Anarchopterus criniger",1,0.11
"202011151226-123","Mojarra Spp","Eucinostomus spp",6,10.5
"202011151226-123","Rainwater Killifish","Lucania parva",2,0.29
"202011151226-123","Sargassum Pipefish","Syngnathus pelagicus",1,0.12
"202011151226-123","Silver Perch","Bairdiella chrysoura",2,0.62
"202011160823-241","Code Goby","Gobiosoma robustum",1,0.26
"202011160823-241","Gulf Toadfish","Opsanus beta",1,0.74
"202011160823-241","Mojarra Spp","Eucinostomus spp",15,42.64
"202011160823-241","Sea Star Spp","Asteroidea spp",2,1.9
"202011160944-270","Brittle Star Spp","Ophiuroidea spp",4,1.13
"202011160944-270","Gulf Pipefish","Syngnathus scovelli",2,0.6
"202011160944-270","Mojarra Spp","Eucinostomus spp",42,129.8
"202011160944-270","Rainwater Killifish","Lucania parva",1,0.11
"202011160944-270","Sargassum Pipefish","Syngnathus pelagicus",1,0.13
"202011160944-270","Sea Star Spp","Asteroidea spp",1,0.31
"202105130104-314","Mojarra Spp","Eucinostomus spp",1,6.18
"202105130248-270","Dwarf Seahorse","Hippocampus zosterae",2,0.26
"202105130248-270","Pigfish","Orthopristis chrysoptera",1,9.7
"202105131010-266","Blackcheek Tonguefish","Symphurus plagiusa",1,0.96
"202105131010-266","Checkered Puffer","Sphoeroides testudineus",2,2.47
"202105131010-266","Harris Mud Crab","Rhithropanopeus harrisii",2,0.26
"202105131010-266","Longnose Spider Crab","Libinia dubia",2,1.82
"202105131010-266","Oyster Mud Crab","Panopeus simpsoni",1,0.12
"202105131010-266","Sargassum Swimming Crab","Portunus sayi",5,5.94
"202105131010-266","Silver Perch","Bairdiella chrysoura",1,0.81
"202105131157-301","Banded Blenny","Paraclinus fasciatus",1,0.31
"202105131157-301","Clown Goby","Microgobius gulosus",1,0.03
"202105131157-301","Dwarf Seahorse","Hippocampus zosterae",3,0.37
"202105131157-301","Fringed Pipefish","Anarchopterus criniger",1,0.03
"202105131157-301","Gulf Toadfish","Opsanus beta",1,0.08
"202105131157-301","Mojarra Spp","Eucinostomus spp",6,29.76
"202105131157-301","Sargassum Pipefish","Syngnathus pelagicus",1,0.18
"202105140138-146","Atlantic Bay Scallop","Argopecten irradians",1,0
"202105140138-146","Code Goby","Gobiosoma robustum",6,1.08
"202105140138-146","Dusky Pipefish","Syngnathus floridae",1,0.75
"202105140138-146","Emerald Parrotfish","Nicholsina usta",1,9.36
"202105140138-146","Fringed Filefish","Monacanthus ciliatus",3,2.39
"202105140138-146","Grass Porgy","Calamus arctifrons",2,0.69
"202105140138-146","Gulf Pipefish","Syngnathus scovelli",2,0.5
"202105140138-146","Mojarra Spp","Eucinostomus spp",14,2.44
"202105140138-146","Pigfish","Orthopristis chrysoptera",2,3.75
"202105140138-146","Pinfish","Lagodon rhomboides",4,16.95
"202105140138-146","Silver Perch","Bairdiella chrysoura",10,34.73
"202105140332-241","Dwarf Seahorse","Hippocampus zosterae",3,0.37
"202105140332-241","Gulf Pipefish","Syngnathus scovelli",2,0.46
"202105140332-241","Mojarra Spp","Eucinostomus spp",2,5.04
"202105140332-241","Pinfish","Lagodon rhomboides",1,6.88
"202105140332-241","Rainwater Killifish","Lucania parva",4,0.69
"202105140332-241","Sargassum Pipefish","Syngnathus pelagicus",1,0.09
"202105140332-241","Silver Perch","Bairdiella chrysoura",3,11.08
"202105140816-070","Gulf Pipefish","Syngnathus scovelli",2,0.7
"202105140959-022","Anchovy Spp","Anchoa spp",5,0.08
"202105140959-022","Bluestriped Grunt","Haemulon sciurus",1,0.17
"202105140959-022","Dusky Pipefish","Syngnathus floridae",1,1.16
"202105140959-022","Flatback Mud Crab","Eurypanopeus depressus",1,0.05
"202105140959-022","Grass Porgy","Calamus arctifrons",6,5.63
"202105140959-022","Mojarra Spp","Eucinostomus spp",2,3.69
"202105140959-022","Pigfish","Orthopristis chrysoptera",2,0.42
"202105140959-022","Planehead Filefish","Stephanolepis hispidus",1,1.92
"202105140959-022","Sailor's Grunt","Haemulon parra",3,0
"202105140959-022","Sargassum Swimming Crab","Portunus sayi",14,20.33
"202105140959-022","Striped Burrfish","Chilomycterus schoepfi",1,7.85
"202105141132-123","Anchovy Spp","Anchoa spp",1,0.05
"202105141132-123","Atlantic Bay Scallop","Argopecten irradians",3,0
"202105141132-123","Fringed Pipefish","Anarchopterus criniger",1,0.09
"202105141132-123","Harris Mud Crab","Rhithropanopeus harrisii",1,0.03
"202105141132-123","Mojarra Spp","Eucinostomus spp",6,1.51
"202105150848-618","Atlantic Needlefish","Strongylura marina",1,0.09
"202105150848-618","Banded Blenny","Paraclinus fasciatus",1,0.39
"202105150848-618","Dwarf Seahorse","Hippocampus zosterae",7,0.54
"202105150848-618","Goldspotted Killifish","Floridichthys carpio",4,1.24
"202105150848-618","Gulf Pipefish","Syngnathus scovelli",4,1.24
"202105150848-618","Gulf Toadfish","Opsanus beta",1,0.15
"202105150848-618","Mojarra Spp","Eucinostomus spp",1,2.04
"202105150848-618","Rainwater Killifish","Lucania parva",1,0.03
"202105150848-618","Spotted Dragonet","Diplogrammus pauciradiatus",1,0.24
"202105150930-402","Clown Goby","Microgobius gulosus",2,0.57
"202105150930-402","Dwarf Seahorse","Hippocampus zosterae",2,0.12
"202105150930-402","Goldspotted Killifish","Floridichthys carpio",6,1.11
"202105150930-402","Rainwater Killifish","Lucania parva",1,0.02
"202105151258-168","Mojarra Spp","Eucinostomus spp",5,41.25
"202105151258-168","Sargassum Pipefish","Syngnathus pelagicus",1,0.08
"202106120930-168","Mojarra Spp","Eucinostomus spp",1,4.99
"202106120930-168","Oyster Mud Crab","Panopeus simpsoni",1,0.41
"202106120930-168","Sargassum Swimming Crab","Portunus sayi",1,2.54
"202106120930-168","White Grunt","Haemulon plumierii",3,9.47
"202106120959-070","Dusky Anchovy","Anchoa lyolepis",3,6.3
"202106120959-070","Harris Mud Crab","Rhithropanopeus harrisii",1,0.56
"202106121127-022","Mojarra Spp","Eucinostomus spp",1,3.24
"202106121215-123","Dwarf Seahorse","Hippocampus zosterae",2,0.13
"202106121215-123","Fringed Pipefish","Anarchopterus criniger",1,0.05
"202106121215-123","Gulf Pipefish","Syngnathus scovelli",2,0.14
"202106121215-123","Honeycomb Cowfish","Acanthostracion polygonius",1,24.02
"202106121215-123","Mojarra Spp","Eucinostomus spp",5,2.83
"202106121215-123","Pinfish","Lagodon rhomboides",1,5.04
"202106121215-123","Rainwater Killifish","Lucania parva",8,1.28
"202106121215-123","Silver Perch","Bairdiella chrysoura",1,5.11
"202106121215-123","White Grunt","Haemulon plumierii",1,4.81
"202106121250-146","Anchovy Spp","Anchoa spp",6,0.44
"202106121250-146","Code Goby","Gobiosoma robustum",2,0.79
"202106121250-146","Dwarf Seahorse","Hippocampus zosterae",3,0.12
"202106121250-146","Flatback Mud Crab","Eurypanopeus depressus",1,0.34
"202106121250-146","Fringed Filefish","Monacanthus ciliatus",2,0.84
"202106121250-146","Fringed Pipefish","Anarchopterus criniger",1,0.14
"202106121250-146","Gulf Pipefish","Syngnathus scovelli",3,0.8
"202106121250-146","Inshore Lizardfish","Synodus foetens",1,0.24
"202106121250-146","Mojarra Spp","Eucinostomus spp",11,5.11
"202106121250-146","Pigfish","Orthopristis chrysoptera",1,8.42
"202106121250-146","Pinfish","Lagodon rhomboides",3,8.08
"202106121250-146","Sargassum Pipefish","Syngnathus pelagicus",2,0.91
"202106121250-146","Silver Perch","Bairdiella chrysoura",20,82.19
"202106121250-146","Spanish Sardine","Sardinella aurita",48,9.45
"202106130732-266","Code Goby","Gobiosoma robustum",3,1.05
"202106130732-266","Fringed Pipefish","Anarchopterus criniger",1,0.22
"202106130732-266","Gulf Toadfish","Opsanus beta",1,3.69
"202106130831-301","Dwarf Seahorse","Hippocampus zosterae",3,0.24
"202106130831-301","Mojarra Spp","Eucinostomus spp",8,41.35
"202106130831-301","Oyster Mud Crab","Panopeus simpsoni",6,6.42
"202106130831-301","Silver Perch","Bairdiella chrysoura",1,7.26
"202106130931-314","Dwarf Seahorse","Hippocampus zosterae",3,0.22
"202106130931-314","Rainwater Killifish","Lucania parva",1,0.18
"202106131118-402","Dwarf Seahorse","Hippocampus zosterae",2,0.09
"202106131118-402","Florida Blenny","Chasmodes saburrae",1,0.64
"202106131118-402","Goldspotted Killifish","Floridichthys carpio",3,0.52
"202106131118-402","Gulf Pipefish","Syngnathus scovelli",1,0.57
"202106131118-402","Halfbeak Spp","Beloniformes spp",1,0.02
"202106131118-402","Mojarra Spp","Eucinostomus spp",9,31.6
"202106131118-402","Rainwater Killifish","Lucania parva",1,0.08
"202106131118-402","Sargassum Pipefish","Syngnathus pelagicus",1,0.59
"202106131233-618","Dwarf Seahorse","Hippocampus zosterae",2,0.15
"202106131233-618","Goldspotted Killifish","Floridichthys carpio",2,1.08
"202106131233-618","Gulf Pipefish","Syngnathus scovelli",3,1.33
"202106131233-618","Mojarra Spp","Eucinostomus spp",35,117.88
"202106131233-618","Rainwater Killifish","Lucania parva",1,0.13
"202106140854-241","Dwarf Seahorse","Hippocampus zosterae",3,0.09
"202106140854-241","Gulf Pipefish","Syngnathus scovelli",5,1.62
"202106140854-241","Mojarra Spp","Eucinostomus spp",35,70.15
"202106140854-241","Pigfish","Orthopristis chrysoptera",1,11.47
"202106140854-241","Rainwater Killifish","Lucania parva",32,4.88
"202106140854-241","Silver Perch","Bairdiella chrysoura",2,17.39
"202106140854-241","Spotted Dragonet","Diplogrammus pauciradiatus",1,0.1
"202106140854-241","Spotted Seatrout","Cynoscion nebulosus",4,6.92
"202106140854-241","Striped Burrfish","Chilomycterus schoepfi",1,20.57
"202106141052-270","Checkered Puffer","Sphoeroides testudineus",1,11.62
"202106141052-270","Dusky Pipefish","Syngnathus floridae",1,0.34
"202106141052-270","Dwarf Seahorse","Hippocampus zosterae",3,0.3
"202106141052-270","Mojarra Spp","Eucinostomus spp",2,1.7
"202107170104-123","Atlantic Bay Scallop","Argopecten irradians",3,0
"202107170104-123","Dwarf Seahorse","Hippocampus zosterae",3,0.17
"202107170104-123","Fringed Filefish","Monacanthus ciliatus",1,1.3
"202107170104-123","Gulf Pipefish","Syngnathus scovelli",1,0.16
"202107170104-123","Marbled Blenny","Paraclinus marmoratus",2,1.65
"202107170104-123","Mojarra Spp","Eucinostomus spp",18,22.04
"202107170104-123","Pigfish","Orthopristis chrysoptera",1,6.93
"202107170104-123","Pinfish","Lagodon rhomboides",5,50.35
"202107170104-123","Rainwater Killifish","Lucania parva",33,2.61
"202107170104-123","Silver Perch","Bairdiella chrysoura",6,25.75
"202107170104-123","White Grunt","Haemulon plumierii",14,172.99
"202107170157-146","Atlantic Mud Crab","Panopeus herbstii",1,0.73
"202107170157-146","Bluestriped Grunt","Haemulon sciurus",2,0.46
"202107170157-146","Code Goby","Gobiosoma robustum",4,0.83
"202107170157-146","Dusky Pipefish","Syngnathus floridae",1,0.85
"202107170157-146","Fringed Filefish","Monacanthus ciliatus",1,0.51
"202107170157-146","Fringed Pipefish","Anarchopterus criniger",1,0.1
"202107170157-146","Gulf Pipefish","Syngnathus scovelli",7,0.81
"202107170157-146","Harris Mud Crab","Rhithropanopeus harrisii",1,0.36
"202107170157-146","Mojarra Spp","Eucinostomus spp",9,18.09
"202107170157-146","Pinfish","Lagodon rhomboides",3,25.84
"202107170157-146","Rainwater Killifish","Lucania parva",14,2.94
"202107170157-146","Scrawled Cowfish","Acanthostracion quadricornis",1,0.14
"202107170157-146","Silver Perch","Bairdiella chrysoura",5,23.9
"202107170157-146","Spotted Dragonet","Diplogrammus pauciradiatus",1,0.32
"202107170157-146","Spotted Seatrout","Cynoscion nebulosus",2,0.91
"202107170157-146","White Grunt","Haemulon plumierii",2,11.45
"202107170853-070","Gulf Pipefish","Syngnathus scovelli",1,0.11
"202107170853-070","Mojarra Spp","Eucinostomus spp",4,7
"202107170956-168","Anchovy Spp","Anchoa spp",1,0.51
"202107170956-168","Bay Anchovy","Anchoa mitchilli",1,0.44
"202107170956-168","Broad-Striped Anchovy","Anchoa hepsetus",3,8.95
"202107170956-168","Dwarf Seahorse","Hippocampus zosterae",5,0.24
"202107170956-168","Harris Mud Crab","Rhithropanopeus harrisii",1,0.1
"202107170956-168","Mojarra Spp","Eucinostomus spp",4,20.37
"202107170956-168","Rainwater Killifish","Lucania parva",4,0.4
"202107170956-168","Silver Perch","Bairdiella chrysoura",1,0.04
"202107171201-022","Chain Pipefish","Syngnathus louisianae",1,0.07
"202107171201-022","Dusky Pipefish","Syngnathus floridae",1,0.04
"202107171201-022","Dwarf Seahorse","Hippocampus zosterae",1,0.09
"202107171201-022","Lane Snapper","Lutjanus synagris",2,0.6
"202107171201-022","Mojarra Spp","Eucinostomus spp",5,6.67
"202107171201-022","Sargassum Swimming Crab","Portunus sayi",1,2.03
"202107180152-402","Dwarf Seahorse","Hippocampus zosterae",1,0.11
"202107180152-402","Fringed Pipefish","Anarchopterus criniger",1,0.15
"202107180818-266","Code Goby","Gobiosoma robustum",2,0.42
"202107180818-266","Dwarf Seahorse","Hippocampus zosterae",2,0.09
"202107180818-266","Fringed Pipefish","Anarchopterus criniger",7,0.31
"202107180818-266","Mojarra Spp","Eucinostomus spp",2,10.86
"202107180818-266","Oyster Mud Crab","Panopeus simpsoni",1,0.14
"202107181017-301","Atlantic Mud Crab","Panopeus herbstii",1,4.12
"202107181017-301","Clown Goby","Microgobius gulosus",1,0.1
"202107181017-301","Code Goby","Gobiosoma robustum",1,0.34
"202107181017-301","Dwarf Seahorse","Hippocampus zosterae",2,0.21
"202107181017-301","Fringed Pipefish","Anarchopterus criniger",3,0.2
"202107181017-301","Gulf Toadfish","Opsanus beta",1,0.58
"202107181017-301","Mojarra Spp","Eucinostomus spp",6,23.02
"202107181017-301","Oyster Mud Crab","Panopeus simpsoni",2,2.33
"202107181017-301","Spanish Sardine","Sardinella aurita",1,0.23
"202107181150-314","Mojarra Spp","Eucinostomus spp",1,0.71
"202107181150-314","Oyster Mud Crab","Panopeus simpsoni",1,0.48
"202107181246-618","Clown Goby","Microgobius gulosus",1,0.26
"202107181246-618","Dwarf Seahorse","Hippocampus zosterae",3,0.15
"202107181246-618","Goldspotted Killifish","Floridichthys carpio",3,1.35
"202107181246-618","Gulf Pipefish","Syngnathus scovelli",1,0.45
"202107181246-618","Mojarra Spp","Eucinostomus spp",10,15.56
"202107190921-241","Dwarf Seahorse","Hippocampus zosterae",4,0.14
"202107190921-241","Florida Blenny","Chasmodes saburrae",2,5.41
"202107190921-241","Great Barracuda","Sphyraena barracuda",2,3.91
"202107190921-241","Gulf Pipefish","Syngnathus scovelli",5,2.14
"202107190921-241","Mojarra Spp","Eucinostomus spp",34,63.13
"202107190921-241","Pinfish","Lagodon rhomboides",1,11.65
"202107190921-241","Rainwater Killifish","Lucania parva",35,6.13
"202107190921-241","Spotted Seatrout","Cynoscion nebulosus",4,1.52
"202107191037-270","Atlantic Bay Scallop","Argopecten irradians",1,0
"202107191037-270","Mojarra Spp","Eucinostomus spp",33,70.36
"202108080217-123","Atlantic Bay Scallop","Argopecten irradians",1,0
"202108080217-123","Dwarf Seahorse","Hippocampus zosterae",1,0.06
"202108080217-123","Fringed Filefish","Monacanthus ciliatus",1,1.27
"202108080217-123","Great Barracuda","Sphyraena barracuda",2,0.32
"202108080217-123","Gulf Pipefish","Syngnathus scovelli",1,0.37
"202108080217-123","Lane Snapper","Lutjanus synagris",2,1.35
"202108080217-123","Marbled Blenny","Paraclinus marmoratus",1,1.44
"202108080217-123","Mojarra Spp","Eucinostomus spp",11,37.04
"202108080217-123","Pinfish","Lagodon rhomboides",2,16.44
"202108080217-123","Rainwater Killifish","Lucania parva",19,2.03
"202108080217-123","Silver Perch","Bairdiella chrysoura",1,3.66
"202108080247-146","Atlantic Bay Scallop","Argopecten irradians",1,0
"202108080247-146","Dusky Pipefish","Syngnathus floridae",2,0.18
"202108080247-146","Dwarf Seahorse","Hippocampus zosterae",2,0.07
"202108080247-146","Emerald Parrotfish","Nicholsina usta",1,3.47
"202108080247-146","Fringed Filefish","Monacanthus ciliatus",9,23.87
"202108080247-146","Fringed Pipefish","Anarchopterus criniger",1,0.1
"202108080247-146","Great Barracuda","Sphyraena barracuda",2,1.75
"202108080247-146","Gulf Pipefish","Syngnathus scovelli",3,0.62
"202108080247-146","Mojarra Spp","Eucinostomus spp",95,221.62
"202108080247-146","Oyster Mud Crab","Panopeus simpsoni",1,0.34
"202108080247-146","Pigfish","Orthopristis chrysoptera",10,130.34
"202108080247-146","Pinfish","Lagodon rhomboides",4,72.9
"202108080247-146","Rainwater Killifish","Lucania parva",12,1.12
"202108080247-146","Scrawled Cowfish","Acanthostracion quadricornis",1,0.84
"202108080247-146","Silver Perch","Bairdiella chrysoura",20,115.58
"202108080247-146","Spotted Seatrout","Cynoscion nebulosus",8,1.29
"202108080247-146","Striped Burrfish","Chilomycterus schoepfi",1,3.28
"202108080905-070","Code Goby","Gobiosoma robustum",2,0.42
"202108080905-070","Flatback Mud Crab","Eurypanopeus depressus",1,0.23
"202108080905-070","Florida Grassflat Crab","Neopanope packardii",2,0.58
"202108080905-070","Harris Mud Crab","Rhithropanopeus harrisii",1,0.07
"202108080905-070","Mojarra Spp","Eucinostomus spp",2,0.95
"202108080905-070","Oyster Mud Crab","Panopeus simpsoni",1,1.92
"202108080905-070","Sargassum Swimming Crab","Portunus sayi",1,1.77
"202108081044-168","Atlantic Brief Squid","Lolliguncula brevis",1,0.64
"202108081044-168","Bay Anchovy","Anchoa mitchilli",2,1.2
"202108081044-168","Florida Grassflat Crab","Neopanope packardii",1,0.08
"202108081044-168","Florida Stone Crab","Menippe mercenaria",1,4.22
"202108081044-168","Fringed Filefish","Monacanthus ciliatus",3,10.42
"202108081044-168","Fringed Pipefish","Anarchopterus criniger",1,0.03
"202108081044-168","Gulf Pipefish","Syngnathus scovelli",2,0.3
"202108081044-168","Mojarra Spp","Eucinostomus spp",17,111.16
"202108081044-168","Rainwater Killifish","Lucania parva",5,0.56
"202108081234-022","Anchovy Spp","Anchoa spp",2,0.36
"202108081234-022","Brittle Star Spp","Ophiuroidea spp",1,0.22
"202108081234-022","Code Goby","Gobiosoma robustum",1,0.29
"202108081234-022","Florida Grassflat Crab","Neopanope packardii",1,0.11
"202108081234-022","Grass Porgy","Calamus arctifrons",2,7.02
"202108081234-022","Gray Snapper","Lutjanus griseus",1,24.38
"202108081234-022","Lane Snapper","Lutjanus synagris",14,37.01
"202108081234-022","Longnose Spider Crab","Libinia dubia",1,1.04
"202108081234-022","Mojarra Spp","Eucinostomus spp",56,165.92
"202108081234-022","Pigfish","Orthopristis chrysoptera",2,31.03
"202108081234-022","Pinfish","Lagodon rhomboides",5,57.14
"202108081234-022","Sargassum Pipefish","Syngnathus pelagicus",1,0.25
"202108081234-022","Sargassum Swimming Crab","Portunus sayi",1,0.51
"202108081234-022","Silver Perch","Bairdiella chrysoura",6,38.93
"202108081234-022","Spider Crab Spp","Majidae spp",1,7.46
"202108081234-022","White Grunt","Haemulon plumierii",5,13.01
"202108090229-301","Atlantic Mud Crab","Panopeus herbstii",4,10.51
"202108090229-301","Clown Goby","Microgobius gulosus",1,0.01
"202108090229-301","Dwarf Seahorse","Hippocampus zosterae",1,0.01
"202108090229-301","Florida Grassflat Crab","Neopanope packardii",3,1.34
"202108090229-301","Fringed Pipefish","Anarchopterus criniger",3,0.2
