"keyfield","sport_num","stom_spec","standard","total","wt_wstom","wt_wostom","blk_wt","blk_vol","cat","cat_wt","cat_vol","food_id","food_ord","food_fam","food_count","food_wt","food_tl","food_sl","food_cl"
"202109141148-146",29,"Cynoscion nebulosus",43.57,52.8,1.45,1.268,0.065,0.065,"Crustacean",0.065,0.2,"Hippolyte zostericola","Decapoda","Hippolytidae",1,0.009,NA,NA,NA
"202109141148-146",34,"Cynoscion nebulosus",40.98,50.09,1.158,1.015,0.022,0.022,"Crustacean",0.022,0.1,"Hippolyte zostericola","Decapoda","Hippolytidae",1,0.11,NA,NA,NA
"202109141148-146",25,"Lutjanus synagris",50.46,60.64,3.228,3.138,0.022,0.022,"Crustacean",0.002,0.05,"Isopod spp","Isopoda",NA,1,0.001,NA,NA,NA
"202109141148-146",25,"Lutjanus synagris",50.46,60.64,3.228,3.138,0.022,0.022,"Crustacean",0.002,0.05,"Isopod spp","Isopoda",NA,1,0.001,NA,NA,NA
"202109141148-146",33,"Lutjanus synagris",50.66,62.28,3.464,3.275,0.01,0.01,"Miscellaneous",0.08,0.08,"UNID",NA,NA,1,0.004,NA,NA,NA
"202109141148-146",33,"Lutjanus synagris",50.66,62.28,3.464,3.275,0.01,0.01,"Miscellaneous",0.08,0.08,"UNID",NA,NA,1,0.004,NA,NA,NA
"202109141148-146",37,"Cynoscion nebulosus",19.55,23.88,0.132,0.105,0.004,0.004,"Miscellaneous",0.003,0.08,"UNID",NA,NA,1,0.003,NA,NA,NA
"202109141148-146",22,"Lutjanus synagris",57.83,70.03,5.133,4.822,0.014,0.014,"Fish",0.07,0.5,"UNID Fish",NA,NA,1,0.07,NA,NA,NA
"202109141148-146",25,"Lutjanus synagris",50.46,60.64,3.228,3.138,0.022,0.022,"Fish",0.018,0.15,"UNID Fish",NA,NA,1,0.012,NA,NA,NA
"202110250851-168",12,"Cynoscion nebulosus",25.35,29.98,0.21,0.18,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA
"202110251235-123",10,"Lutjanus synagris",29.58,37.05,0.64,0.55,0.008,0.008,"Arthropoda",0.002,0.05,"Amphipod spp","Amphipoda",NA,23,0.002,NA,NA,NA
"202110251235-123",63,"Lutjanus synagris",32.69,37.99,0.767,0.702,0.006,0.006,"Arthropoda",0.005,0.05,"Amphipod spp","Amphipoda",NA,26,0.005,NA,NA,NA
"202110251235-123",10,"Lutjanus synagris",29.58,37.05,0.64,0.55,0.008,0.008,"Crustacean",0.006,0.05,"Caridean spp","Decapoda",NA,2,0.006,NA,NA,NA
"202110251102-146",13,"Lutjanus synagris",67.97,84.54,8.159,7.833,0.006,0.006,"Arthropoda",0.002,0.01,"Amphipod spp","Amphipoda",NA,2,0.001,NA,NA,NA
"202110251102-146",17,"Lutjanus synagris",73.7,89.64,10.139,9.964,0.067,0.067,"Arthropoda",0.003,0.05,"Amphipod spp","Amphipoda",NA,12,0.003,NA,NA,NA
"202110251102-146",18,"Lutjanus synagris",36.93,43.17,1.02,0.88,0.003,0.003,"Arthropoda",0.002,0.025,"Amphipod spp","Amphipoda",NA,5,0.002,NA,NA,NA
"202110251102-146",65,"Lutjanus synagris",30.24,36.4,0.577,0.523,0.008,0.008,"Arthropoda",0.001,0.05,"Amphipod spp","Amphipoda",NA,5,0.001,NA,NA,NA
"202110251102-146",66,"Lutjanus synagris",32.42,39.14,0.73,0.684,0.004,0.004,"Arthropoda",0.001,0.05,"Amphipod spp","Amphipoda",NA,5,0.001,NA,NA,NA
"202110251102-146",67,"Haemulon sciurus",15.89,19.42,0.061,0.051,0.001,0.001,"Arthropoda",0.001,0.05,"Amphipod spp","Amphipoda",NA,1,0.001,NA,NA,NA
"202110251102-146",16,"Lutjanus synagris",71.9,85.1,9.04,8.68,0.013,0.013,"Crustacean",0.013,0.1,"Caridean spp","Decapoda",NA,1,0.013,10.62,NA,2.29
"202110251102-146",17,"Lutjanus synagris",73.7,89.64,10.139,9.964,0.067,0.067,"Crustacean",0.041,0.15,"Caridean spp","Decapoda",NA,4,0.005,NA,NA,NA
"202110251102-146",18,"Lutjanus synagris",36.93,43.17,1.02,0.88,0.003,0.003,"Crustacean",0.001,0.025,"Caridean spp","Decapoda",NA,1,0.001,NA,NA,NA
"202110251102-146",65,"Lutjanus synagris",30.24,36.4,0.577,0.523,0.008,0.008,"Crustacean",0.001,0.05,"Caridean spp","Decapoda",NA,5,0.001,NA,NA,NA
"202110251102-146",66,"Lutjanus synagris",32.42,39.14,0.73,0.684,0.004,0.004,"Crustacean",0.003,0.05,"Caridean spp","Decapoda",NA,3,0.003,NA,NA,NA
"202110251102-146",67,"Haemulon sciurus",15.89,19.42,0.061,0.051,0.001,0.001,"Crustacean",0.001,0.05,"Copepod spp",NA,NA,21,0.001,NA,NA,NA
"202110251102-146",17,"Lutjanus synagris",73.7,89.64,10.139,9.964,0.067,0.067,"Crustacean",0.041,0.15,"Hippolyte spp","Decapoda","Hippolytidae",1,0.009,12.51,NA,2.18
"202110251102-146",17,"Lutjanus synagris",73.7,89.64,10.139,9.964,0.067,0.067,"Crustacean",0.041,0.15,"Hippolyte spp","Decapoda","Hippolytidae",1,0.006,5.3,NA,0.84
"202110251102-146",13,"Lutjanus synagris",67.97,84.54,8.159,7.833,0.006,0.006,"Crustacean",0.004,0.09,"Hippolyte zostericola","Decapoda","Hippolytidae",1,0.004,8.53,NA,1.92
"202110251102-146",17,"Lutjanus synagris",73.7,89.64,10.139,9.964,0.067,0.067,"Crustacean",0.041,0.15,"Hippolyte zostericola","Decapoda","Hippolytidae",1,0.011,11.46,NA,2.17
"202110251102-146",13,"Lutjanus synagris",67.97,84.54,8.159,7.833,0.006,0.006,"Arthropoda",0.002,0.01,"Isopod spp","Isopoda",NA,1,0.001,NA,NA,NA
"202110251102-146",19,"Lutjanus synagris",37.55,47.08,1.282,1.148,0.026,0.026,"Arthropoda",0.001,0.01,"Isopod spp","Isopoda",NA,1,0.001,NA,NA,NA
"202110251102-146",19,"Lutjanus synagris",37.55,47.08,1.282,1.148,0.026,0.026,"Crustacean",0.025,0.19,"Mysida spp","Mysida",NA,17,0.025,NA,NA,NA
"202110251102-146",20,"Sphyraena barracuda",52.21,58.97,0.67,0.65,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA
"202110251102-146",17,"Lutjanus synagris",73.7,89.64,10.139,9.964,0.067,0.067,"Crustacean",0.041,0.15,"Periclimenes iridescens","Decapoda","Palaemonidae",1,0.01,11.66,NA,2.06
"202110250342-070",14,"Lutjanus synagris",55.4,68.28,4.54,4.46,0.006,0.006,"Crustacean",0.006,0.05,"Caridean spp","Decapoda",NA,1,0.006,NA,NA,NA
"202110250342-070",15,"Lutjanus synagris",56.58,68.74,4.8,4.51,0.053,0.053,"Crustacean",0.053,0.1,"Caridean spp","Decapoda",NA,19,0.053,NA,NA,NA
"202110280857-241",11,"Chaetodipterus faber",58.27,68.07,13.26,12.3,0.121,0.121,"Miscellaneous",0.121,0.1,NA,NA,NA,NA,0.121,NA,NA,NA
"202111141020-146",60,"Lutjanus synagris",78.48,95.46,12.627,12.167,0.004,0.004,"Arthropoda",0.004,0.05,"Amphipod spp","Amphipoda",NA,5,0.004,NA,NA,NA
"202111141020-146",62,"Cynoscion nebulosus",10.79,13.43,0.01,0.007,0.001,0.001,"Crustacean",0.001,0.01,"Copepod spp",NA,NA,12,0.001,NA,NA,NA
"202111141156-022",55,"Lutjanus synagris",48.25,59.8,2.948,2.774,0.051,0.051,"Crustacean",0.047,0.05,"Alpheus spp","Decapoda","Alpheidae",1,0.001,NA,NA,NA
"202111141156-022",55,"Lutjanus synagris",48.25,59.8,2.948,2.774,0.051,0.051,"Arthropoda",0.001,0.01,"Amphipod spp","Amphipoda",NA,1,0.047,NA,NA,NA
"202111141156-022",53,"Lutjanus synagris",76.7,94.69,11.848,11.458,0.033,0.033,"Crustacean",0.033,0.1,"Caridean spp","Decapoda",NA,1,0.033,NA,NA,NA
"202111141156-022",54,"Lutjanus synagris",68.96,84.41,9.219,8.861,0.151,0.151,"Crustacean",0.151,0.1,"Eurypanopeus depressus","Decapoda","Panopeidae",1,0.071,NA,NA,NA
"202111141156-022",56,"Lutjanus synagris",52.08,63.33,3.443,3.257,0.08,0.08,"Crustacean",0.026,0.06,"Latreutes fucorum","Decapoda","Hippolytidae",1,0.024,13.12,NA,3.32
"202111141156-022",56,"Lutjanus synagris",52.08,63.33,3.443,3.257,0.08,0.08,"Crustacean",0.026,0.06,"Mud Crab spp","Decapoda","Panopeidae",1,0.002,NA,NA,2.59
"202111141156-022",59,"Calamus arctifrons",69.2,87.78,10.333,10.241,0.01,0.01,"Crustacean",0.003,0.02,"Mud Crab spp","Decapoda","Panopeidae",1,0.003,NA,NA,NA
"202111141156-022",54,"Lutjanus synagris",68.96,84.41,9.219,8.861,0.151,0.151,"Crustacean",0.151,0.1,"Panopeus simpsoni","Decapoda","Panopeidae",1,0.08,NA,NA,NA
"202111141156-022",52,"Lutjanus synagris",66.01,81.76,8.384,7.677,0.686,0.686,"Crustacean",0.686,0.8,"Penaeid spp","Decapoda","Penaeidae",1,0.686,NA,NA,NA
"202111141156-022",55,"Lutjanus synagris",48.25,59.8,2.948,2.774,0.051,0.051,"Miscellaneous",0.003,0.04,"UNID",NA,NA,1,0.003,NA,NA,NA
"202111141156-022",56,"Lutjanus synagris",52.08,63.33,3.443,3.257,0.08,0.08,"Miscellaneous",0.023,0.04,"UNID",NA,NA,1,0.023,NA,NA,NA
"202111141156-022",57,"Haemulon sciurus",77.44,94.08,12.559,12.332,0.01,0.01,"Miscellaneous",0.01,0.05,"UNID",NA,NA,1,0.01,NA,NA,NA
"202111141156-022",58,"Haemulon parra",70.73,86.25,9.795,9.501,0.135,0.135,"Miscellaneous",0.135,0.05,"UNID",NA,NA,1,0.135,NA,NA,NA
"202111141156-022",59,"Calamus arctifrons",69.2,87.78,10.333,10.241,0.01,0.01,"Miscellaneous",0.007,0.03,"UNID",NA,NA,1,0.007,NA,NA,NA
"202111150851-241",64,"Haemulon sciurus",19.8,25.45,0.147,0.134,0.001,0.001,"Arthropoda",0.001,0.01,"Amphipod spp","Amphipoda",NA,1,0.001,NA,NA,NA
"202111150851-241",64,"Haemulon sciurus",19.8,25.45,0.147,0.134,0.001,0.001,"Arthropoda",5e-04,0.01,"Arthropod spp",NA,NA,2,0.001,NA,NA,NA
"202111150851-241",64,"Haemulon sciurus",19.8,25.45,0.147,0.134,0.001,0.001,"Miscellaneous",5e-04,0.005,"UNID",NA,NA,1,0.001,NA,NA,NA
"202205141418-146",68,"Cynoscion nebulosus",9.28,10.02,0.006,0.005,0.001,0.001,"Crustacean",0.001,0.01,"Copepod spp",NA,NA,2,0.001,NA,NA,NA
"202206231031-266",52,"Cynoscion nebulosus",66.54,80.98,4.559,4.325,0.115,0.115,"Crustacean",0.073,0.5,"Caridean spp","Decapoda",NA,6,0.063,NA,NA,NA
"202206231031-266",52,"Cynoscion nebulosus",66.54,80.98,4.559,4.325,0.115,0.115,"Crustacean",0.073,0.5,"Hippolyte spp","Decapoda","Hippolytidae",1,0.012,NA,NA,NA
"202206231031-266",52,"Cynoscion nebulosus",66.54,80.98,4.559,4.325,0.115,0.115,"Crustacean",0.073,0.5,"Hippolyte spp","Decapoda","Hippolytidae",1,0.008,NA,NA,NA
"202206231227-241",34,"Cynoscion nebulosus",25.79,31.32,0.244,0.233,0.005,0.005,"Crustacean",0.007,0.1,"Amphipod spp","Amphipoda",NA,26,0.005,NA,NA,NA
"202206231227-241",34,"Cynoscion nebulosus",25.79,31.32,0.244,0.233,0.005,0.005,"Crustacean",0.007,0.1,"Copepod spp",NA,NA,8,0.001,NA,NA,NA
"202206231227-241",34,"Cynoscion nebulosus",25.79,31.32,0.244,0.233,0.005,0.005,"Crustacean",0.007,0.1,"Hippolyte spp","Decapoda","Hippolytidae",1,0.001,NA,NA,NA
"202206251503-123",51,"Cynoscion nebulosus",77.63,93.61,6.328,5.737,0.253,0.253,"Crustacean",0.226,0.99,"Crustacean spp",NA,NA,6,0.226,NA,NA,NA
"202206251503-123",51,"Cynoscion nebulosus",77.63,93.61,6.328,5.737,0.253,0.253,"Misc",0.027,0.01,"UNID Misc",NA,NA,1,0.027,NA,NA,NA
"202206251538-146",66,"Cynoscion nebulosus",42.11,52.63,1.039,1.008,0.004,0.004,"Crustacean",0.001,0.01,"Amphipod spp","Amphipoda",NA,3,0.001,NA,NA,NA
"202206251538-146",67,"Cynoscion nebulosus",22.77,28.53,0.162,0.152,0.001,0.001,"Crustacean",0.001,0.1,"Amphipod spp","Amphipoda",NA,1,0.001,NA,NA,NA
"202206251538-146",65,"Calamus arctifrons",47.17,57.83,2.965,2.87,0.021,0.021,"Echinoderm",0.002,0.01,"Ophiuroidea spp",NA,NA,2,0.002,NA,NA,NA
"202206251538-146",65,"Calamus arctifrons",47.17,57.83,2.965,2.87,0.021,0.021,"Misc",0.027,0.19,"UNID Misc",NA,NA,2,0.027,NA,NA,NA
"202206251538-146",66,"Cynoscion nebulosus",42.11,52.63,1.039,1.008,0.004,0.004,"Misc",0.003,0.09,"UNID Misc",NA,NA,1,0.003,NA,NA,NA
"202206251416-022",70,"Haemulon parra",38.17,45.29,1.194,1.157,0.005,0.005,"Crustacean",0.002,0.02,"Amphipod spp","Amphipoda",NA,8,0.001,NA,NA,NA
"202206251416-022",70,"Haemulon parra",38.17,45.29,1.194,1.157,0.005,0.005,"Crustacean",0.002,0.02,"Copepod spp",NA,NA,28,0.001,NA,NA,NA
"202206251416-022",70,"Haemulon parra",38.17,45.29,1.194,1.157,0.005,0.005,"Arthropoda",0.002,0.08,"UNID Arthropoda",NA,NA,1,0.002,NA,NA,NA
"202206251416-022",69,"Lachnolaimus maximus",58.59,70.18,5.365,5.063,0.014,0.014,"Misc",0.014,0.1,"UNID Misc",NA,NA,1,0.014,NA,NA,NA
"202207100934-241",46,"Cynoscion nebulosus",61.84,72.05,3.515,3.213,0.138,0.138,"Crustacean",0.125,0.1,"Caridean spp","Decapoda",NA,1,0.002,NA,NA,NA
"202207100934-241",46,"Cynoscion nebulosus",61.84,72.05,3.515,3.213,0.138,0.138,"Crustacean",0.125,0.1,"Caridean spp","Decapoda",NA,1,0.005,NA,NA,NA
"202207100934-241",46,"Cynoscion nebulosus",61.84,72.05,3.515,3.213,0.138,0.138,"Crustacean",0.125,0.1,"Caridean spp","Decapoda",NA,1,0.003,NA,NA,NA
"202207100934-241",47,"Cynoscion nebulosus",52.49,63.54,2.422,2.162,0.14,0.14,"Crustacean",0.097,0.8,"Caridean spp","Decapoda",NA,1,0.002,NA,NA,NA
"202207100934-241",47,"Cynoscion nebulosus",52.49,63.54,2.422,2.162,0.14,0.14,"Crustacean",0.097,0.8,"Caridean spp","Decapoda",NA,1,0.008,NA,NA,NA
"202207100934-241",47,"Cynoscion nebulosus",52.49,63.54,2.422,2.162,0.14,0.14,"Crustacean",0.097,0.8,"Caridean spp","Decapoda",NA,1,0.002,NA,NA,NA
"202207100934-241",46,"Cynoscion nebulosus",61.84,72.05,3.515,3.213,0.138,0.138,"Crustacean",0.125,0.1,"Hippolyte spp","Decapoda","Hippolytidae",1,0.017,NA,NA,2.57
"202207100934-241",46,"Cynoscion nebulosus",61.84,72.05,3.515,3.213,0.138,0.138,"Crustacean",0.125,0.1,"Hippolyte spp","Decapoda","Hippolytidae",1,0.026,NA,NA,NA
"202207100934-241",46,"Cynoscion nebulosus",61.84,72.05,3.515,3.213,0.138,0.138,"Crustacean",0.125,0.1,"Hippolyte spp","Decapoda","Hippolytidae",1,0.007,NA,NA,NA
"202207100934-241",46,"Cynoscion nebulosus",61.84,72.05,3.515,3.213,0.138,0.138,"Crustacean",0.125,0.1,"Hippolyte spp","Decapoda","Hippolytidae",1,0.024,NA,NA,NA
"202207100934-241",46,"Cynoscion nebulosus",61.84,72.05,3.515,3.213,0.138,0.138,"Crustacean",0.125,0.1,"Hippolyte spp","Decapoda","Hippolytidae",1,0.021,NA,NA,NA
"202207100934-241",46,"Cynoscion nebulosus",61.84,72.05,3.515,3.213,0.138,0.138,"Crustacean",0.125,0.1,"Hippolyte spp","Decapoda","Hippolytidae",1,0.007,NA,NA,NA
"202207100934-241",46,"Cynoscion nebulosus",61.84,72.05,3.515,3.213,0.138,0.138,"Crustacean",0.125,0.1,"Hippolyte spp","Decapoda","Hippolytidae",1,0.013,NA,NA,NA
"202207100934-241",47,"Cynoscion nebulosus",52.49,63.54,2.422,2.162,0.14,0.14,"Crustacean",0.097,0.8,"Hippolyte spp","Decapoda","Hippolytidae",1,0.01,NA,NA,NA
"202207100934-241",47,"Cynoscion nebulosus",52.49,63.54,2.422,2.162,0.14,0.14,"Crustacean",0.097,0.8,"Hippolyte spp","Decapoda","Hippolytidae",1,0.006,NA,NA,NA
"202207100934-241",47,"Cynoscion nebulosus",52.49,63.54,2.422,2.162,0.14,0.14,"Crustacean",0.097,0.8,"Hippolyte spp","Decapoda","Hippolytidae",1,0.017,NA,NA,NA
"202207100934-241",47,"Cynoscion nebulosus",52.49,63.54,2.422,2.162,0.14,0.14,"Crustacean",0.097,0.8,"Hippolyte spp","Decapoda","Hippolytidae",1,0.01,NA,NA,NA
"202207100934-241",47,"Cynoscion nebulosus",52.49,63.54,2.422,2.162,0.14,0.14,"Crustacean",0.097,0.8,"Hippolyte spp","Decapoda","Hippolytidae",1,0.007,NA,NA,NA
"202207100934-241",47,"Cynoscion nebulosus",52.49,63.54,2.422,2.162,0.14,0.14,"Crustacean",0.097,0.8,"Hippolyte spp","Decapoda","Hippolytidae",1,0.007,NA,NA,NA
"202207100934-241",47,"Cynoscion nebulosus",52.49,63.54,2.422,2.162,0.14,0.14,"Crustacean",0.097,0.8,"Thor dobkini","Decapoda","Thoridae",1,0.028,11.78,NA,2.37
"202207101237-270",53,"Sphyraena barracuda",62.93,72.21,1.632,1.435,0.162,0.162,"Fish",0.162,0.7,"Lucania parva","Cyprinodontiformes","Fundulidae",1,0.162,23.91,20.51,NA
"202207101843-146",60,"Lutjanus synagris",64.07,77.06,6.061,5.807,0.124,0.124,"Crustacean",0.011,0.2,"Caridean spp","Decapoda",NA,1,0.007,NA,NA,NA
"202207101843-146",64,"Archosargus probatocephalus",40.67,48.28,1.929,1.784,0.008,0.008,"Crustacean",0.004,0.04,"Crustacean spp",NA,NA,1,0.001,NA,NA,NA
"202207101843-146",58,"Cynoscion nebulosus",65,79.17,4.608,4.343,0.017,0.017,"Crustacean",0.017,0.1,"Hippolyte zostericola","Decapoda","Hippolytidae",1,0.017,13.04,NA,3.07
"202207101843-146",60,"Lutjanus synagris",64.07,77.06,6.061,5.807,0.124,0.124,"Crustacean",0.011,0.2,"Isopod spp","Isopoda",NA,1,0.004,NA,NA,NA
"202207101843-146",61,"Sphyraena barracuda",56.44,63.75,1.251,1.112,0.042,0.042,"Fish",0.042,0.2,"Lucania parva","Cyprinodontiformes","Fundulidae",1,0.009,NA,NA,NA
"202207101843-146",64,"Archosargus probatocephalus",40.67,48.28,1.929,1.784,0.008,0.008,"Crustacean",0.004,0.04,"Mysida spp","Mysida",NA,2,0.003,NA,NA,NA
"202207101843-146",63,"Archosargus probatocephalus",68.02,82.72,11.174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202207101843-146",60,"Lutjanus synagris",64.07,77.06,6.061,5.807,0.124,0.124,"Fish",0.113,0.8,"Syngnathidae spp","Syngnathiformes","Syngnathidae",1,0.113,NA,NA,NA
"202207101843-146",59,"Cynoscion nebulosus",58,70.27,2.905,2.774,0.001,0.001,"Fish",0.001,0.1,"UNID Fish",NA,NA,1,0.001,NA,NA,NA
"202207101843-146",61,"Sphyraena barracuda",56.44,63.75,1.251,1.112,0.042,0.042,"Fish",0.042,0.2,"UNID Fish",NA,NA,1,0.017,NA,NA,NA
"202207101843-146",61,"Sphyraena barracuda",56.44,63.75,1.251,1.112,0.042,0.042,"Fish",0.042,0.2,"UNID Fish",NA,NA,1,0.016,NA,NA,NA
"202207101843-146",62,"Cynoscion nebulosus",26.97,32.26,0.261,0.244,0.001,0.001,"Fish",0.001,0.1,"UNID Fish",NA,NA,1,0.001,NA,NA,NA
"202207101843-146",64,"Archosargus probatocephalus",40.67,48.28,1.929,1.784,0.008,0.008,"Misc",0.004,0.06,"UNID Misc",NA,NA,1,0.004,NA,NA,NA
"202207110732-024",45,"Cynoscion nebulosus",54.46,65,2.165,2.082,0.002,0.002,"Crustacean",0.002,0.1,"UNID Crustacean",NA,NA,1,0.002,NA,NA,NA
"202208130913-070",57,"Lutjanus synagris",33.22,40.62,0.852,0.798,0.018,0.018,"Crustacean",0.014,0.12,"Amphipod spp","Amphipoda",NA,21,0.012,NA,NA,NA
"202208130913-070",9,"Selene vomer",46.63,56.01,2.733,2.603,0.03,0.03,"Crustacean",0.003,0.01,"Caridean spp","Decapoda",NA,3,0.003,NA,NA,NA
"202208130913-070",57,"Lutjanus synagris",33.22,40.62,0.852,0.798,0.018,0.018,"Crustacean",0.014,0.12,"Crustacean spp",NA,NA,1,0.001,NA,NA,NA
"202208130913-070",57,"Lutjanus synagris",33.22,40.62,0.852,0.798,0.018,0.018,"Crustacean",0.014,0.12,"Isopod spp","Isopoda",NA,1,0.001,NA,NA,NA
"202208130913-070",56,"Lutjanus synagris",39.92,49.64,1.524,1.455,0.001,0.001,"Misc",0.001,0.1,"UNID Misc",NA,NA,1,0.001,NA,NA,NA
"202208130913-070",57,"Lutjanus synagris",33.22,40.62,0.852,0.798,0.018,0.018,"Misc",0.003,0.08,"UNID Misc",NA,NA,1,0.003,NA,NA,NA
"202208131052-168",40,"Cynoscion nebulosus",24.74,31.52,0.23,0.197,0.007,0.007,"Crustacean",0.004,0.1,"Amphipod spp","Amphipoda",NA,18,0.003,NA,NA,NA
"202208131052-168",41,"Cynoscion nebulosus",28.25,33.86,0.292,0.258,0.011,0.011,"Crustacean",0.002,0.04,"Amphipod spp","Amphipoda",NA,18,0.002,NA,NA,NA
"202208131052-168",42,"Cynoscion nebulosus",22.93,27.71,0.128,0.114,0.001,0.001,"Crustacean",0.001,0.1,"Amphipod spp","Amphipoda",NA,7,0.001,NA,NA,NA
"202208131052-168",43,"Selene vomer",61.01,75.02,5.101,4.915,0.001,0.001,"Crustacean",0.001,0.1,"Amphipod spp","Amphipoda",NA,1,0.001,NA,NA,NA
"202208131052-168",44,"Selene vomer",43.31,53.32,1.845,1.738,0.002,0.002,"Crustacean",0.002,0.1,"Amphipod spp","Amphipoda",NA,2,0.001,NA,NA,NA
"202208131052-168",38,"Cynoscion nebulosus",35.41,43.81,0.624,0.565,0.031,0.031,"Crustacean",0.031,0.3,"Caridean spp","Decapoda",NA,1,0.031,NA,NA,NA
"202208131052-168",40,"Cynoscion nebulosus",24.74,31.52,0.23,0.197,0.007,0.007,"Crustacean",0.004,0.1,"Caridean spp","Decapoda",NA,1,0.001,NA,NA,NA
"202208131052-168",44,"Selene vomer",43.31,53.32,1.845,1.738,0.002,0.002,"Crustacean",0.002,0.1,"Caridean spp","Decapoda",NA,1,0.001,NA,NA,NA
"202208131052-168",35,"Lutjanus synagris",45.02,55.19,2.05,1.95,0.032,0.032,"Crustacean",0.044,0.1,"Hippolyte spp","Decapoda","Hippolytidae",1,0.018,NA,NA,NA
"202208131052-168",35,"Lutjanus synagris",45.02,55.19,2.05,1.95,0.032,0.032,"Crustacean",0.044,0.1,"Hippolyte spp","Decapoda","Hippolytidae",1,0.026,14.21,NA,2.82
"202208131052-168",37,"Lutjanus synagris",31.07,35.99,0.635,0.558,0.036,0.036,"Crustacean",0.036,0.2,"Hippolyte spp","Decapoda","Hippolytidae",1,0.009,NA,NA,NA
"202208131052-168",39,"Cynoscion nebulosus",35.14,42.26,0.627,0.545,0.044,0.044,"Crustacean",0.041,0.019,"Hippolyte spp","Decapoda","Hippolytidae",1,0.026,NA,NA,2.43
"202208131052-168",39,"Cynoscion nebulosus",35.14,42.26,0.627,0.545,0.044,0.044,"Crustacean",0.041,0.019,"Hippolyte spp","Decapoda","Hippolytidae",1,0.015,NA,NA,2.07
"202208131052-168",37,"Lutjanus synagris",31.07,35.99,0.635,0.558,0.036,0.036,"Crustacean",0.036,0.2,"Hippolyte zostericola","Decapoda","Hippolytidae",1,0.025,14.86,NA,3.41
"202208131052-168",37,"Lutjanus synagris",31.07,35.99,0.635,0.558,0.036,0.036,"Crustacean",0.036,0.2,"Isopod spp","Isopoda",NA,1,0.002,NA,NA,NA
"202208131052-168",36,"Cynoscion nebulosus",47.26,57.07,1.45,1.402,0.026,0.026,"Crustacean",0.026,0.1,"UNID Crustacean",NA,NA,1,0.026,NA,NA,NA
"202208131052-168",41,"Cynoscion nebulosus",28.25,33.86,0.292,0.258,0.011,0.011,"Fish",0.007,0.06,"UNID Fish",NA,NA,1,0.007,NA,NA,NA
"202208131052-168",39,"Cynoscion nebulosus",35.14,42.26,0.627,0.545,0.044,0.044,"Misc",0.003,0.01,"UNID Misc",NA,NA,1,0.003,NA,NA,NA
"202208131329-123",54,"Cynoscion nebulosus",51.87,64.93,1.723,1.678,0.015,0.015,"Crustacean",0.015,0.1,"Crustacean spp",NA,NA,3,0.015,NA,NA,NA
"202208131329-123",55,"Cynoscion nebulosus",37.24,46.05,0.747,0.705,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA
"202208131234-022",20,"Lutjanus synagris",44.2,54.22,2.015,1.852,0.025,0.025,"Crustacean",0.025,0.5,"Amphipod spp","Amphipoda",NA,40,0.01,NA,NA,NA
"202208131234-022",20,"Lutjanus synagris",44.2,54.22,2.015,1.852,0.025,0.025,"Crustacean",0.025,0.5,"Amphipod spp","Amphipoda",NA,10,0.012,NA,NA,NA
"202208131514-146",22,"Lutjanus synagris",38.24,46.45,1.285,1.199,0.018,0.018,"Crustacean",0.013,0.1,"Amphipod spp","Amphipoda",NA,1,0.001,NA,NA,NA
"202208131514-146",25,"Cynoscion nebulosus",69.49,83.65,5.055,4.671,0.012,0.012,"Crustacean",0.01,0.09,"Amphipod spp","Amphipoda",NA,1,0.001,NA,NA,NA
"202208131514-146",23,"Lutjanus synagris",33.62,41.54,0.924,0.819,0.03,0.03,"Crustacean",0.001,0.01,"Caridean spp","Decapoda",NA,2,0.001,NA,NA,NA
"202208131514-146",25,"Cynoscion nebulosus",69.49,83.65,5.055,4.671,0.012,0.012,"Crustacean",0.01,0.09,"Caridean spp","Decapoda",NA,2,0.009,NA,NA,NA
"202208131514-146",26,"Cynoscion nebulosus",33.45,40.41,0.578,0.495,0.047,0.047,"Crustacean",0.047,0.5,"Crustacean spp",NA,NA,1,0.001,NA,NA,NA
"202208131514-146",22,"Lutjanus synagris",38.24,46.45,1.285,1.199,0.018,0.018,"Crustacean",0.013,0.1,"Hippolyte spp","Decapoda","Hippolytidae",1,0.012,NA,NA,NA
"202208131514-146",24,"Lutjanus synagris",30.43,36.75,0.595,0.532,0.022,0.022,"Crustacean",0.015,0.5,"Hippolyte spp","Decapoda","Hippolytidae",1,0.015,NA,NA,NA
"202208131514-146",26,"Cynoscion nebulosus",33.45,40.41,0.578,0.495,0.047,0.047,"Crustacean",0.047,0.5,"Hippolyte spp","Decapoda","Hippolytidae",1,0.018,13.46,NA,2.19
"202208131514-146",26,"Cynoscion nebulosus",33.45,40.41,0.578,0.495,0.047,0.047,"Crustacean",0.047,0.5,"Hippolyte spp","Decapoda","Hippolytidae",1,0.004,NA,NA,NA
"202208131514-146",26,"Cynoscion nebulosus",33.45,40.41,0.578,0.495,0.047,0.047,"Crustacean",0.047,0.5,"Hippolyte zostericola","Decapoda","Hippolytidae",1,0.019,13.24,NA,2.75
