"keyfield","year","month","day","time","station","quadrant","lat","long","date","zone","waypoint_start","waypoint_end","tow_time","tow_area","tow_dist_rec","tow_dist_calc","sea_state","atmo","secchi","crew","depth_ft","depth_in","depth_cm","sal","temp","do_sat","do_mgl","chla","cass_spp","cteno_spp","notes"
"201708131040-071",2017,8,13,"10:40",71,"E",25.119,-80.929,"8/13/2017","West",NA,NA,NA,311.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.4,31.04,NA,NA,NA,NA,NA,NA
"201708131056-070",2017,8,13,"10:56",70,"S",25.132,-80.941,"8/13/2017","West",NA,NA,NA,308.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.3,31.05,NA,NA,NA,NA,NA,NA
"201708131119-067",2017,8,13,"11:19",67,"W",25.134,-80.967,"8/13/2017","West",NA,NA,NA,433.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.5,31.3,NA,NA,NA,NA,NA,NA
"201708131138-130",2017,8,13,"11:38",130,"W",25.1,-80.983,"8/13/2017","West",NA,NA,NA,304.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.6,31.3,NA,NA,NA,NA,NA,NA
"201708131219-020",2017,8,13,"12:19",20,"E",25.082,-81.063,"8/13/2017","West",NA,NA,NA,370.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.7,31.4,NA,NA,NA,NA,NA,NA
"201708131310-024",2017,8,13,"13:10",24,"W",25.031,-81.015,"8/13/2017","West",NA,NA,NA,382.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,31.6,NA,NA,NA,NA,NA,NA
"201708131257-023",2017,8,13,"12:57",23,"S",25.044,-81.027,"8/13/2017","West",NA,NA,NA,391.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,31.8,NA,NA,NA,NA,NA,NA
"201708131240-022",2017,8,13,"12:40",22,"E",25.056,-81.039,"8/13/2017","West",NA,NA,NA,358.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.5,31.96,NA,NA,NA,NA,NA,NA
"201708131335-123",2017,8,13,"13:35",123,"S",25.012,-80.926,"8/13/2017","West",NA,NA,NA,353.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.6,33.04,NA,NA,NA,NA,NA,NA
"201708131452-135",2017,8,13,"14:52",135,"N",25.036,-80.924,"8/13/2017","West",NA,NA,NA,387.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.6,33.5,NA,NA,NA,NA,NA,NA
"201708131527-146",2017,8,13,"15:27",146,"S",25.059,-80.921,"8/13/2017","West",NA,NA,NA,386.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.7,33.66,NA,NA,NA,NA,NA,NA
"201708131353-137",2017,8,13,"13:53",137,"W",25.01,-80.9,"8/13/2017","West",NA,NA,NA,332.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.2,33.7,NA,NA,NA,NA,NA,NA
"201708131512-147",2017,8,13,"15:12",147,"W",25.046,-80.91,"8/13/2017","West",NA,NA,NA,381.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.3,33.7,NA,NA,NA,NA,NA,NA
"201708131613-168",2017,8,13,"16:13",168,"W",25.094,-80.905,"8/13/2017","West",NA,NA,NA,273.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,33.8,NA,NA,NA,NA,NA,NA
"201708131411-136",2017,8,13,"14:11",136,"S",25.023,-80.912,"8/13/2017","West",NA,NA,NA,386.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.4,34.2,NA,NA,NA,NA,NA,NA
"201708131630-167",2017,8,13,"16:30",167,"S",25.106,-80.917,"8/13/2017","West",NA,NA,NA,202.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5,34.3,NA,NA,NA,NA,NA,NA
"201708131558-169",2017,8,13,"15:58",169,"W",25.081,-80.893,"8/13/2017","West",NA,NA,NA,164.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.4,35.1,NA,NA,NA,NA,NA,NA
"201708140954-257",2017,8,14,"9:54",257,"E",25.06,-80.778,"8/14/2017","Whipray",NA,NA,NA,211.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.3,32,NA,NA,NA,NA,NA,NA
"201708140934-269",2017,8,14,"9:34",269,"E",25.083,-80.776,"8/14/2017","Whipray",NA,NA,NA,377.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.1,32.3,NA,NA,NA,NA,NA,NA
"201708141012-270",2017,8,14,"10:12",270,"N",25.071,-80.764,"8/14/2017","Whipray",NA,NA,NA,371.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.3,32.3,NA,NA,NA,NA,NA,NA
"201708141038-283",2017,8,14,"10:38",283,"E",25.081,-80.75,"8/14/2017","Whipray",NA,NA,NA,370.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,32.3,NA,NA,NA,NA,NA,NA
"201708141048-271",2017,8,14,"10:48",271,"N",25.058,-80.752,"8/14/2017","Whipray",NA,NA,NA,370.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.7,32.3,NA,NA,NA,NA,NA,NA
"201708141029-282",2017,8,14,"10:29",282,"E",25.094,-80.762,"8/14/2017","Whipray",NA,NA,NA,375.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.8,32.4,NA,NA,NA,NA,NA,NA
"201708141135-326",2017,8,14,"11:35",326,"S",25.099,-80.67,"8/14/2017","Crocodile",NA,NA,NA,368.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.3,32.4,NA,NA,NA,NA,NA,NA
"201708140922-268",2017,8,14,"9:22",268,"S",25.09653,-80.78766,"8/14/2017","Whipray",NA,NA,NA,360.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.3,32.5,NA,NA,NA,NA,NA,NA
"201708141212-402",2017,8,14,"12:12",402,"S",25.122,-80.668,"8/14/2017","Crocodile",NA,NA,NA,366.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,32.6,NA,NA,NA,NA,NA,NA
"201708140945-256",2017,8,14,"9:45",256,"E",25.074,-80.787,"8/14/2017","Whipray",NA,NA,NA,378.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.8,32.7,NA,NA,NA,NA,NA,NA
"201708141058-294",2017,8,14,"10:58",294,"W",25.078,-80.728,"8/14/2017","Whipray",NA,NA,NA,371.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.5,32.7,NA,NA,NA,NA,NA,NA
"201708141110-284",2017,8,14,"11:10",284,"S",25.069,-80.738,"8/14/2017","Whipray",NA,NA,NA,378.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.2,32.7,NA,NA,NA,NA,NA,NA
"201708141145-404",2017,8,14,"11:45",404,"W",25.099,-80.642,"8/14/2017","Crocodile",NA,NA,NA,418.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,32.7,NA,NA,NA,NA,NA,NA
"201708141203-403",2017,8,14,"12:03",403,"W",25.11,-80.656,"8/14/2017","Crocodile",NA,NA,NA,369.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,32.7,NA,NA,NA,NA,NA,NA
"201708141223-408",2017,8,14,"12:23",408,"W",25.12,-80.642,"8/14/2017","Crocodile",NA,NA,NA,366.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,32.8,NA,NA,NA,NA,NA,NA
"201708141312-619",2017,8,14,"13:12",619,"W",25.149,-80.668,"8/14/2017","Crocodile",NA,NA,NA,376.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.6,32.9,NA,NA,NA,NA,NA,NA
"201708141249-407",2017,8,14,"12:49",407,"W",25.133,-80.654,"8/14/2017","Crocodile",NA,NA,NA,361.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.5,33,NA,NA,NA,NA,NA,NA
"201708141303-401",2017,8,14,"13:03",401,"S",25.135,-80.68,"8/14/2017","Crocodile",NA,NA,NA,378.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.8,33.2,NA,NA,NA,NA,NA,NA
"201708141321-622",2017,8,14,"13:21",622,"W",25.157,-80.651,"8/14/2017","Crocodile",NA,NA,NA,353.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.6,33.3,NA,NA,NA,NA,NA,NA
"201708141330-621",2017,8,14,"13:30",621,"S",25.167,-80.664,"8/14/2017","Crocodile",NA,NA,NA,371.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.6,33.3,NA,NA,NA,NA,NA,NA
"201708141352-616",2017,8,14,"13:52",616,"N",25.148,-80.691,"8/14/2017","Crocodile",NA,NA,NA,376.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,33.3,NA,NA,NA,NA,NA,NA
"201708141341-618",2017,8,14,"13:41",618,"N",25.159,-80.677,"8/14/2017","Crocodile",NA,NA,NA,374.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.8,33.4,NA,NA,NA,NA,NA,NA
"201708141456-303",2017,8,14,"14:56",303,"S",25.103,-80.722,"8/14/2017","Crocodile",NA,NA,NA,371.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2,33.6,NA,NA,NA,NA,NA,NA
"201708141520-314",2017,8,14,"15:20",314,"W",25.114,-80.708,"8/14/2017","Crocodile",NA,NA,NA,381.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.9,33.6,NA,NA,NA,NA,NA,NA
"201708141510-315",2017,8,14,"15:10",315,"W",25.101,-80.696,"8/14/2017","Crocodile",NA,NA,NA,370.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.9,33.8,NA,NA,NA,NA,NA,NA
"201708141531-313",2017,8,14,"15:31",313,"S",25.126,-80.72,"8/14/2017","Crocodile",NA,NA,NA,375.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8,33.8,NA,NA,NA,NA,NA,NA
"201708141445-304",2017,8,14,"14:45",304,"N",25.088,-80.713,"8/14/2017","Crocodile",NA,NA,NA,344.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.1,33.9,NA,NA,NA,NA,NA,NA
"201708141402-323",2017,8,14,"14:02",323,"E",25.137,-80.705,"8/14/2017","Crocodile",NA,NA,NA,347.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5,34,NA,NA,NA,NA,NA,NA
"201708141426-325",2017,8,14,"14:26",325,"S",25.112,-80.682,"8/14/2017","Crocodile",NA,NA,NA,361.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.8,34.2,NA,NA,NA,NA,NA,NA
"201708141414-324",2017,8,14,"14:14",324,"N",25.124,-80.694,"8/14/2017","Crocodile",NA,NA,NA,253.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.5,34.6,NA,NA,NA,NA,NA,NA
"201708141655-157",2017,8,14,"16:55",157,"S",25.096,-80.931,"8/14/2017","West",NA,NA,NA,344.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.6,35,NA,NA,NA,NA,NA,NA
"201708141612-156",2017,8,14,"16:12",156,"N",25.108,-80.943,"8/14/2017","West",NA,NA,NA,310.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.9,35.3,NA,NA,NA,NA,NA,NA
"201708150852-237",2017,8,15,"8:52",237,"E",25.126,-80.863,"8/15/2017","Rankin",NA,NA,NA,323.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,31.4,NA,NA,NA,NA,NA,NA
"201708150916-265",2017,8,15,"9:16",265,"E",25.135,-80.823,"8/15/2017","Rankin",NA,NA,NA,375.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.1,32.5,NA,NA,NA,NA,NA,NA
"201708150930-278",2017,8,15,"9:30",278,"W",25.145,-80.809,"8/15/2017","Rankin",NA,NA,NA,360.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.7,32.5,NA,NA,NA,NA,NA,NA
"201708150954-280",2017,8,15,"9:54",280,"W",25.12,-80.785,"8/15/2017","Rankin",NA,NA,NA,276.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.6,32.8,NA,NA,NA,NA,NA,NA
"201708151057-312",2017,8,15,"10:57",312,"S",25.139,-80.733,"8/15/2017","Whipray",NA,NA,NA,375.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.2,32.8,NA,NA,NA,NA,NA,NA
"201708150943-279",2017,8,15,"9:43",279,"W",25.133,-80.797,"8/15/2017","Rankin",NA,NA,NA,360.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.5,32.9,NA,NA,NA,NA,NA,NA
"201708151026-292",2017,8,15,"10:26",292,"S",25.105,-80.748,"8/15/2017","Whipray",NA,NA,NA,347.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.5,33.1,NA,NA,NA,NA,NA,NA
"201708151036-302",2017,8,15,"10:36",302,"N",25.116,-80.734,"8/15/2017","Whipray",NA,NA,NA,360.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.8,33.1,NA,NA,NA,NA,NA,NA
"201708151046-301",2017,8,15,"10:46",301,"W",25.129,-80.745,"8/15/2017","Whipray",NA,NA,NA,244.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.1,33.3,NA,NA,NA,NA,NA,NA
"201708151012-281",2017,8,15,"10:12",281,"S",25.107,-80.774,"8/15/2017","Whipray",NA,NA,NA,435.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.5,33.4,NA,NA,NA,NA,NA,NA
"201708151110-609",2017,8,15,"11:10",609,"E",25.141,-80.757,"8/15/2017","Whipray",NA,NA,NA,223.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.6,33.4,NA,NA,NA,NA,NA,NA
"201708151122-290",2017,8,15,"11:22",290,"E",25.131,-80.771,"8/15/2017","Whipray",NA,NA,NA,182.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.5,33.4,NA,NA,NA,NA,NA,NA
"201708151131-291",2017,8,15,"11:31",291,"N",25.118,-80.76,"8/15/2017","Whipray",NA,NA,NA,393.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.1,33.4,NA,NA,NA,NA,NA,NA
"201709021213-242",2017,9,2,"12:13",242,"W",25.062,-80.804,"9/2/2017","Rankin",NA,NA,NA,197.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.76,29.98,NA,NA,NA,NA,NA,NA
"201709021225-226",2017,9,2,"12:25",226,"E",25.064,-80.83,"9/2/2017","Rankin",NA,NA,NA,331.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,30.33,NA,NA,NA,NA,NA,NA
"201709021236-227",2017,9,2,"12:36",227,"E",25.051,-80.818,"9/2/2017","Rankin",NA,NA,NA,213.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.64,30.36,NA,NA,NA,NA,NA,NA
"201709021126-254",2017,9,2,"11:26",254,"E",25.098,-80.814,"9/2/2017","Rankin",NA,NA,NA,213.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.46,30.5,NA,NA,NA,NA,NA,NA
"201709021150-240",2017,9,2,"11:50",240,"E",25.088,-80.828,"9/2/2017","Rankin",NA,NA,NA,444.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.33,30.51,NA,NA,NA,NA,NA,NA
"201709021247-228",2017,9,2,"12:47",228,"S",25.038,-80.806,"9/2/2017","Rankin",NA,NA,NA,124.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.82,30.51,NA,NA,NA,NA,NA,NA
"201709021143-255",2017,9,2,"11:43",255,"W",25.085,-80.802,"9/2/2017","Rankin",NA,NA,NA,220.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.58,30.6,NA,NA,NA,NA,NA,NA
"201709021302-229",2017,9,2,"13:02",229,"W",25.026,-80.794,"9/2/2017","Rankin",NA,NA,NA,354.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.63,30.76,NA,NA,NA,NA,NA,NA
"201709021205-241",2017,9,2,"12:05",241,"N",25.075,-80.816,"9/2/2017","Rankin",NA,NA,NA,366.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.38,30.89,NA,NA,NA,NA,NA,NA
"201709021427-270",2017,9,2,"14:27",270,"S",25.071,-80.764,"9/2/2017","Whipray",NA,NA,NA,418.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.23,31.46,NA,NA,NA,NA,NA,NA
"201709021417-257",2017,9,2,"14:17",257,"E",25.06,-80.778,"9/2/2017","Whipray",NA,NA,NA,235.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.93,31.58,NA,NA,NA,NA,NA,NA
"201709021444-271",2017,9,2,"14:44",271,"N",25.058,-80.752,"9/2/2017","Whipray",NA,NA,NA,352.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.07,31.74,NA,NA,NA,NA,NA,NA
"201709021455-284",2017,9,2,"14:55",284,"W",25.069,-80.738,"9/2/2017","Whipray",NA,NA,NA,478.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.17,31.76,NA,NA,NA,NA,NA,NA
"201709021344-243",2017,9,2,"13:44",243,"W",25.049,-80.792,"9/2/2017","Rankin",NA,NA,NA,347.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.49,31.78,NA,NA,NA,NA,NA,NA
"201709021406-258",2017,9,2,"14:06",258,"N",25.047,-80.766,"9/2/2017","Whipray",NA,NA,NA,377.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.49,31.9,NA,NA,NA,NA,NA,NA
"201709021512-283",2017,9,2,"15:12",283,"W",25.081,-80.75,"9/2/2017","Whipray",NA,NA,NA,385.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.25,32.02,NA,NA,NA,NA,NA,NA
"201709021502-294",2017,9,2,"15:02",294,"W",25.078,-80.728,"9/2/2017","Whipray",NA,NA,NA,455.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.44,32.21,NA,NA,NA,NA,NA,NA
"201709021354-244",2017,9,2,"13:54",244,"E",25.036,-80.78,"9/2/2017","Rankin",NA,NA,NA,368.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.38,32.27,NA,NA,NA,NA,NA,NA
"201709031030-314",2017,9,3,"10:30",314,"S",25.114,-80.708,"9/3/2017","Crocodile",NA,NA,NA,304.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.56,30.36,NA,NA,NA,NA,NA,NA
"201709031015-303",2017,9,3,"10:15",303,"W",25.103,-80.722,"9/3/2017","Crocodile",NA,NA,NA,252.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.57,31.06,NA,NA,NA,NA,NA,NA
"201709031101-326",2017,9,3,"11:01",326,"S",25.099,-80.67,"9/3/2017","Crocodile",NA,NA,NA,369.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.33,31.16,NA,NA,NA,NA,NA,NA
"201709031126-403",2017,9,3,"11:26",403,"E",25.11,-80.656,"9/3/2017","Crocodile",NA,NA,NA,295.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.87,31.26,NA,NA,NA,NA,NA,NA
"201709031149-407",2017,9,3,"11:49",407,"S",25.133,-80.654,"9/3/2017","Crocodile",NA,NA,NA,399.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.44,31.32,NA,NA,NA,NA,NA,NA
"201709031044-315",2017,9,3,"10:44",315,"W",25.101,-80.696,"9/3/2017","Crocodile",NA,NA,NA,416.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.96,31.4,NA,NA,NA,NA,NA,NA
"201709031205-402",2017,9,3,"12:05",402,"N",25.122,-80.668,"9/3/2017","Crocodile",NA,NA,NA,386.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.54,31.42,NA,NA,NA,NA,NA,NA
"201709031309-621",2017,9,3,"13:09",621,"S",25.167,-80.664,"9/3/2017","Crocodile",NA,NA,NA,383.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.9,31.6,NA,NA,NA,NA,NA,NA
"201709031116-404",2017,9,3,"11:16",404,"W",25.099,-80.642,"9/3/2017","Crocodile",NA,NA,NA,360.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,31.61,NA,NA,NA,NA,NA,NA
"201709031248-619",2017,9,3,"12:48",619,"N",25.149,-80.668,"9/3/2017","Crocodile",NA,NA,NA,408.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.32,31.65,NA,NA,NA,NA,NA,NA
"201709031259-622",2017,9,3,"12:59",622,"W",25.157,-80.651,"9/3/2017","Crocodile",NA,NA,NA,380.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.89,31.69,NA,NA,NA,NA,NA,NA
"201709031318-618",2017,9,3,"13:18",618,"E",25.159,-80.677,"9/3/2017","Crocodile",NA,NA,NA,357.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.28,31.77,NA,NA,NA,NA,NA,NA
"201709031340-323",2017,9,3,"13:40",323,"E",25.137,-80.705,"9/3/2017","Crocodile",NA,NA,NA,367.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.72,31.81,NA,NA,NA,NA,NA,NA
"201709031328-616",2017,9,3,"13:28",616,"E",25.148,-80.691,"9/3/2017","Crocodile",NA,NA,NA,358.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.25,31.84,NA,NA,NA,NA,NA,NA
"201709031139-408",2017,9,3,"11:39",408,"S",25.12,-80.642,"9/3/2017","Crocodile",NA,NA,NA,354.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.94,31.86,NA,NA,NA,NA,NA,NA
"201709031211-401",2017,9,3,"12:11",401,"S",25.135,-80.68,"9/3/2017","Crocodile",NA,NA,NA,412.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.74,31.86,NA,NA,NA,NA,NA,NA
"201709031412-325",2017,9,3,"14:12",325,"W",25.112,-80.682,"9/3/2017","Crocodile",NA,NA,NA,245.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.19,32.27,NA,NA,NA,NA,NA,NA
"201709031400-324",2017,9,3,"14:00",324,"E",25.124,-80.694,"9/3/2017","Crocodile",NA,NA,NA,370.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.7,32.3,NA,NA,NA,NA,NA,NA
"201709031423-313",2017,9,3,"14:23",313,"E",25.126,-80.72,"9/3/2017","Crocodile",NA,NA,NA,317.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.93,32.33,NA,NA,NA,NA,NA,NA
"201709031455-312",2017,9,3,"14:55",312,"S",25.139,-80.733,"9/3/2017","Whipray",NA,NA,NA,236.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.76,32.33,NA,NA,NA,NA,NA,NA
"201709031433-302",2017,9,3,"14:33",302,"W",25.116,-80.734,"9/3/2017","Whipray",NA,NA,NA,359.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.79,32.38,NA,NA,NA,NA,NA,NA
"201709031443-301",2017,9,3,"14:43",301,"S",25.129,-80.745,"9/3/2017","Whipray",NA,NA,NA,369.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.67,32.48,NA,NA,NA,NA,NA,NA
"201709031519-290",2017,9,3,"15:19",290,"E",25.131,-80.771,"9/3/2017","Whipray",NA,NA,NA,265.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.06,32.73,NA,NA,NA,NA,NA,NA
"201709031529-291",2017,9,3,"15:29",291,"W",25.118,-80.76,"9/3/2017","Whipray",NA,NA,NA,427.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.35,32.96,NA,NA,NA,NA,NA,NA
"201709031508-609",2017,9,3,"15:08",609,"S",25.141,-80.757,"9/3/2017","Whipray",NA,NA,NA,169.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.94,33.36,NA,NA,NA,NA,NA,NA
"20170903NA-304",2017,9,3,NA,304,NA,25.088,-80.713,"9/3/2017","Crocodile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201709040944-156",2017,9,4,"9:44",156,"N",25.108,-80.943,"9/4/2017","West",NA,NA,NA,350.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.78,29.67,NA,NA,NA,NA,NA,NA
"201709040911-070",2017,9,4,"9:11",70,"S",25.132,-80.941,"9/4/2017","West",NA,NA,NA,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1,29.71,NA,NA,NA,NA,NA,NA
"201709041007-117",2017,9,4,"10:07",117,"E",25.089,-80.997,"9/4/2017","West",NA,NA,NA,306.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.86,29.96,NA,NA,NA,NA,NA,NA
"201709041153-040",2017,9,4,"11:53",40,"N",25.016,-80.978,"9/4/2017","West",NA,NA,NA,388.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.77,30.03,NA,NA,NA,NA,NA,NA
"201709041032-054",2017,9,4,"10:32",54,"S",25.091,-81.023,"9/4/2017","West",NA,NA,NA,474.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.8,30.19,NA,NA,NA,NA,NA,NA
"201709041056-022",2017,9,4,"10:56",22,"E",25.056,-81.039,"9/4/2017","West",NA,NA,NA,371.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.24,30.24,NA,NA,NA,NA,NA,NA
"201709041120-024",2017,9,4,"11:20",24,"N",25.031,-81.015,"9/4/2017","West",NA,NA,NA,347.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.66,30.61,NA,NA,NA,NA,NA,NA
"201709041207-111",2017,9,4,"12:07",111,"S",25.014,-80.952,"9/4/2017","West",NA,NA,NA,220.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.83,30.64,NA,NA,NA,NA,NA,NA
"201709041134-105",2017,9,4,"11:34",105,"S",25.029,-80.989,"9/4/2017","West",NA,NA,NA,361.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.54,30.71,NA,NA,NA,NA,NA,NA
"201709041225-124",2017,9,4,"12:25",124,"W",24.999,-80.914,"9/4/2017","West",NA,NA,NA,372.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.89,31.15,NA,NA,NA,NA,NA,NA
"201709041236-123",2017,9,4,"12:36",123,"N",25.012,-80.926,"9/4/2017","West",NA,NA,NA,400.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.02,31.25,NA,NA,NA,NA,NA,NA
"201709041336-134",2017,9,4,"13:36",134,"E",25.048,-80.935,"9/4/2017","West",NA,NA,NA,365.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.24,31.33,NA,NA,NA,NA,NA,NA
"201709040850-071",2017,9,4,"8:50",71,"W",25.119,-80.929,"9/4/2017","West",NA,NA,NA,292.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.73,31.34,NA,NA,NA,NA,NA,NA
"201709041352-146",2017,9,4,"13:52",146,"E",25.059,-80.921,"9/4/2017","West",NA,NA,NA,416.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.09,31.36,NA,NA,NA,NA,NA,NA
"201709041428-168",2017,9,4,"14:28",168,"S",25.094,-80.905,"9/4/2017","West",NA,NA,NA,354.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.3,31.55,NA,NA,NA,NA,NA,NA
"201709041408-159",2017,9,4,"14:08",159,"S",25.07,-80.907,"9/4/2017","West",NA,NA,NA,423.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.99,31.78,NA,NA,NA,NA,NA,NA
"201709041511-176",2017,9,4,"15:11",176,"S",25.1,-80.866,"9/4/2017","West",NA,NA,NA,302.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.34,31.9,NA,NA,NA,NA,NA,NA
